First_Procedure_Code,amb_acute_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
E895,1,E895,E895: Mechanical insufflation and exsufflation,E89,E89: Other respiratory support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.9,Live
E898,1,E898,E898: Other specified other respiratory support,E89,E89: Other respiratory support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E912,2,E912,E912: Continuous pulse oximetry,E91,E91: Oximetry testing,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E913,18,E913,E913: Overnight oximetry,E91,E91: Oximetry testing,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E924,3,E924,E924: Blood gas analysis,E92,E92: Respiratory tests,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E928,1,E928,E928: Other specified respiratory tests,E92,E92: Respiratory tests,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E955,1,E955,E955: Mantoux test,E95,E95: Tuberculosis support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.4,Live
F438,29,F438,F438: Other specified other examinations of mouth,F43,F43: Other examinations of mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.3,Live
F439,31,F439,F439: Unspecified other examinations of mouth,F43,F43: Other examinations of mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.3,Live
F442,2,F442,F442: Partial excision of parotid gland,F44,F44: Excision of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F444,10,F444,F444: Excision of submandibular gland,F44,F44: Excision of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F448,3,F448,F448: Other specified excision of salivary gland,F44,F44: Excision of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F452,27,F452,F452: Excision of lesion of submandibular gland,F45,F45: Extirpation of lesion of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F453,2,F453,F453: Excision of lesion of sublingual gland,F45,F45: Extirpation of lesion of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F458,27,F458,F458: Other specified extirpation of lesion of salivary gland,F45,F45: Extirpation of lesion of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F461,11,F461,F461: Incision of parotid gland,F46,F46: Incision of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F462,803,F462,F462: Incision of submandibular gland,F46,F46: Incision of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F463,45,F463,F463: Incision of sublingual gland,F46,F46: Incision of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F468,41,F468,F468: Other specified incision of salivary gland,F46,F46: Incision of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F469,1,F469,F469: Unspecified incision of salivary gland,F46,F46: Incision of salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
E649,8,E649,E649: Unspecified therapeutic endoscopic operations on nasal cavity,E64,E64: Therapeutic endoscopic operations on nasal cavity,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.7,Live
E651,26,E651,E651: Diagnostic endoscopic examination of nasal cavity and biopsy of lesion of nasal cavity,E65,E65: Diagnostic endoscopic examination of nasal cavity,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.7,Live
E658,7,E658,E658: Other specified diagnostic endoscopic examination of nasal cavity,E65,E65: Diagnostic endoscopic examination of nasal cavity,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.7,Live
E659,3678,E659,E659: Unspecified diagnostic endoscopic examination of nasal cavity,E65,E65: Diagnostic endoscopic examination of nasal cavity,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.7,Live
E851,8659,E851,E851: Invasive ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E852,2282,E852,E852: Non-invasive ventilation NEC,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E853,1,E853,E853: Improving efficiency of ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E854,281,E854,E854: Bag valve mask ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E855,71,E855,E855: Nebuliser ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E856,672,E856,E856: Continuous positive airway pressure,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.9,Live
E858,73,E858,E858: Other specified ventilation support,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E859,33,E859,E859: Unspecified ventilation support,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E872,1,E872,E872: Long term oxygen assessment,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E873,1,E873,E873: Ambulatory oxygen assessment,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E878,1,E878,E878: Other specified oxygen therapy support,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E879,2,E879,E879: Unspecified oxygen therapy support,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
F347,80,F347,F347: Bilateral coblation tonsillectomy NEC,F34,F34: Excision of tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.3,Live
F348,21,F348,F348: Other specified excision of tonsil,F34,F34: Excision of tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F349,44,F349,F349: Unspecified excision of tonsil,F34,F34: Excision of tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F352,10,F352,F352: Bilateral intracapsular coblation tonsillectomy,F35,F35: Intracapsular excision of tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.10,Live
F358,1,F358,F358: Other specified intracapsular excision of tonsil,F35,F35: Intracapsular excision of tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.10,Live
F361,7,F361,F361: Destruction of tonsil,F36,F36: Other operations on tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F362,35,F362,F362: Biopsy of lesion of tonsil,F36,F36: Other operations on tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F363,2479,F363,F363: Drainage of abscess of peritonsillar region,F36,F36: Other operations on tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F364,2,F364,F364: Removal of foreign body from tonsil,F36,F36: Other operations on tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
C751,3,C751,C751: Insertion of prosthetic replacement for lens NEC,C75,C75: Prosthesis of lens,C66-C77,C66-C77: Anterior chamber of eye and lens,C,C: Eye,4.2,Live
D268,1,D268,D268: Other specified operations on vestibular apparatus,D26,D26: Operations on vestibular apparatus,D22-D28,D22-D28: Inner ear and eustachian canal,D,D: Ear,4.2,Live
D281,4,D281,D281: Biopsy of lesion of ear NEC,D28,D28: Other operations on ear,D22-D28,D22-D28: Inner ear and eustachian canal,D,D: Ear,4.2,Live
D282,24,D282,D282: Examination of ear under anaesthetic,D28,D28: Other operations on ear,D22-D28,D22-D28: Inner ear and eustachian canal,D,D: Ear,4.2,Live
D288,25,D288,D288: Other specified other operations on ear,D28,D28: Other operations on ear,D22-D28,D22-D28: Inner ear and eustachian canal,D,D: Ear,4.2,Live
E028,1,E028,E028: Other specified plastic operations on nose,E02,E02: Plastic operations on nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E032,5,E032,E032: Excision of lesion of septum of nose,E03,E03: Operations on septum of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E033,1,E033,E033: Biopsy of lesion of septum of nose,E03,E03: Operations on septum of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E034,2,E034,E034: Closure of perforation of septum of nose NEC,E03,E03: Operations on septum of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E035,2,E035,E035: Incision of septum of nose,E03,E03: Operations on septum of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E036,1,E036,E036: Septoplasty of nose NEC,E03,E03: Operations on septum of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E038,3,E038,E038: Other specified operations on septum of nose,E03,E03: Operations on septum of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E046,1,E046,E046: Cauterisation of turbinate of nose,E04,E04: Operations on turbinate of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E047,2,E047,E047: Surgical outfracture of turbinate of nose,E04,E04: Operations on turbinate of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.4,Live
E051,88,E051,E051: Cauterisation of internal nose,E05,E05: Surgical arrest of bleeding from internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E484,5,E484,E484: Fibreoptic endoscopic aspiration of lower respiratory tract,E48,E48: Therapeutic fibreoptic endoscopic operations on lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E485,3,E485,E485: Fibreoptic endoscopic removal of foreign body from lower respiratory tract,E48,E48: Therapeutic fibreoptic endoscopic operations on lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E486,2,E486,E486: Fibreoptic endoscopic irrigation of lower respiratory tract,E48,E48: Therapeutic fibreoptic endoscopic operations on lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E491,7,E491,E491: Diagnostic fibreoptic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract,E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E492,57,E492,E492: Diagnostic fibreoptic endoscopic examination of lower respiratory tract and lavage of lesion of lower respiratory tract,E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.3,Live
E493,1,E493,E493: Diagnostic fibreoptic endoscopic examination of lower respiratory tract and brush cytology of lesion of lower respiratory tract,E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.4,Live
E494,4,E494,E494: Diagnostic fibreoptic endoscopic examination of lower respiratory tract with lavage and brush cytology of lesion of lower respiratory tract,E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.4,Live
E495,4,E495,"E495: Diagnostic fibreoptic endoscopic examination of lower respiratory tract with biopsy, lavage and brush cytology of lesion of lower respiratory tract",E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.4,Live
F481,7,F481,F481: Biopsy of lesion of salivary gland,F48,F48: Other operations on salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F484,1,F484,F484: Sialography,F48,F48: Other operations on salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F485,4,F485,F485: Injection of therapeutic substance into salivary gland,F48,F48: Other operations on salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.3,Live
F488,278,F488,F488: Other specified other operations on salivary gland,F48,F48: Other operations on salivary gland,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F512,2,F512,F512: Open extraction of calculus from submandibular duct,F51,F51: Open extraction of calculus from salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F522,2,F522,F522: Ligation of submandibular duct,F52,F52: Ligation of salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F531,2,F531,F531: Open operations on parotid duct NEC,F53,F53: Other open operations on salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F532,92,F532,F532: Open operations on submandibular duct NEC,F53,F53: Other open operations on salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F538,7,F538,F538: Other specified other open operations on salivary duct,F53,F53: Other open operations on salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
G251,2,G251,G251: Revision of fundoplication of stomach,G25,G25: Revision of antireflux operations,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G259,2,G259,G259: Unspecified revision of antireflux operations,G25,G25: Revision of antireflux operations,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G272,1,G272,G272: Total gastrectomy and anastomosis of oesophagus to duodenum,G27,G27: Total excision of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G274,2,G274,G274: Total gastrectomy and anastomosis of oesophagus to transposed jejunum,G27,G27: Total excision of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G279,1,G279,G279: Unspecified total excision of stomach,G27,G27: Total excision of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G281,15,G281,G281: Partial gastrectomy and anastomosis of stomach to duodenum,G28,G28: Partial excision of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G282,37,G282,G282: Partial gastrectomy and anastomosis of stomach to transposed jejunum,G28,G28: Partial excision of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G283,131,G283,G283: Partial gastrectomy and anastomosis of stomach to jejunum NEC,G28,G28: Partial excision of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G285,12,G285,G285: Sleeve gastrectomy NEC,G28,G28: Partial excision of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.3,Live
G288,21,G288,G288: Other specified partial excision of stomach,G28,G28: Partial excision of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G289,16,G289,G289: Unspecified partial excision of stomach,G28,G28: Partial excision of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G292,21,G292,G292: Open excision of lesion of stomach NEC,G29,G29: Open extirpation of lesion of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G298,1,G298,G298: Other specified open extirpation of lesion of stomach,G29,G29: Open extirpation of lesion of stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G742,2,G742,G742: Creation of temporary ileostomy,G74,G74: Creation of artificial opening into ileum,G68-G82,G68-G82: Ileum,G,G: Upper Digestive System,4.2,Live
L721,17,L721,L721: Arteriography NEC,L72,L72: Diagnostic transluminal operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
A365,1,A365,A365: Denervation of trigeminal nerve (v),A36,A36: Other operations on cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.4,Live
A368,4,A368,A368: Other specified other operations on cranial nerve,A36,A36: Other operations on cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
