First_Procedure_Code,eol_broad_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
A428,7,A428,A428: Other specified other operations on meninges of brain,A42,A42: Other operations on meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.2,Live
A431,51,A431,A431: Extirpation of lesion of meninges of skull base,A43,A43: Other extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.5,Live
A432,5,A432,A432: Extirpation of lesion of meninges of skull clivus,A43,A43: Other extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.5,Live
A438,1,A438,A438: Other specified other extirpation of lesion of meninges of brain,A43,A43: Other extirpation of lesion of meninges of brain,A38-A43,A38-A43: Meninges of brain,A,A: Nervous System,4.5,Live
A441,1,A441,A441: Chordectomy of spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A442,20,A442,A442: Extirpation of lesion of spinal cord NEC,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A443,39,A443,A443: Excision of lesion of intradural intramedullary spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A444,60,A444,A444: Excision of lesion of extradural spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A445,67,A445,A445: Excision of lesion of intradural extramedullary spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.5,Live
A449,1,A449,A449: Unspecified partial extirpation of spinal cord,A44,A44: Partial extirpation of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A682,2,A682,A682: Secondary neurolysis of peripheral nerve and transposition of peripheral nerve,A68,A68: Other release of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A683,4,A683,A683: Neurolysis of peripheral nerve and transposition of peripheral nerve NEC,A68,A68: Other release of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A684,35,A684,A684: Primary neurolysis of peripheral nerve NEC,A68,A68: Other release of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A685,1,A685,A685: Secondary neurolysis of peripheral nerve NEC,A68,A68: Other release of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A688,3,A688,A688: Other specified other release of peripheral nerve,A68,A68: Other release of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A689,17,A689,A689: Unspecified other release of peripheral nerve,A68,A68: Other release of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A691,2,A691,A691: Revision of neurolysis of peripheral nerve and transposition of peripheral nerve,A69,A69: Revision of release of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A627,8,A627,A627: Microsurgical repair of multiple peripheral nerves NEC,A62,A62: Microsurgical repair of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.3,Live
A628,1,A628,A628: Other specified microsurgical repair of peripheral nerve,A62,A62: Microsurgical repair of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A629,1,A629,A629: Unspecified microsurgical repair of peripheral nerve,A62,A62: Microsurgical repair of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A641,1,A641,A641: Primary approximation of peripheral nerve,A64,A64: Other repair of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A642,34,A642,A642: Primary repair of peripheral nerve NEC,A64,A64: Other repair of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A651,1815,A651,A651: Carpal tunnel release,A65,A65: Release of entrapment of peripheral nerve at wrist,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A652,5,A652,A652: Canal of Guyon release,A65,A65: Release of entrapment of peripheral nerve at wrist,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A661,1,A661,A661: Tarsal tunnel release,A66,A66: Release of entrapment of peripheral nerve at ankle,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A671,206,A671,A671: Cubital tunnel release,A67,A67: Release of entrapment of peripheral nerve at other site,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A672,1,A672,A672: Release of entrapment of lateral cutaneous nerve of thigh,A67,A67: Release of entrapment of peripheral nerve at other site,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A673,3,A673,A673: Release of entrapment of plantar digital nerve,A67,A67: Release of entrapment of peripheral nerve at other site,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A678,5,A678,A678: Other specified release of entrapment of peripheral nerve at other site,A67,A67: Release of entrapment of peripheral nerve at other site,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A681,10,A681,A681: Primary neurolysis of peripheral nerve and transposition of peripheral nerve,A68,A68: Other release of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
B221,1,B221,B221: Bilateral adrenalectomy and transposition of adrenal tissue,B22,B22: Excision of adrenal gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B222,7,B222,B222: Bilateral adrenalectomy NEC,B22,B22: Excision of adrenal gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B223,164,B223,B223: Unilateral adrenalectomy,B22,B22: Excision of adrenal gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B224,2,B224,B224: Partial adrenalectomy,B22,B22: Excision of adrenal gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B251,9,B251,B251: Excision of lesion of adrenal gland,B25,B25: Other operations on adrenal gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B252,412,B252,B252: Biopsy of lesion of adrenal gland NEC,B25,B25: Other operations on adrenal gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B253,5,B253,B253: Embolisation of adrenal gland,B25,B25: Other operations on adrenal gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B258,6,B258,B258: Other specified other operations on adrenal gland,B25,B25: Other operations on adrenal gland,B18-B25,B18-B25: Other endocrine glands,B,B: Endocrine System and Breast,4.2,Live
B271,17,B271,B271: Total mastectomy and excision of both pectoral muscles and part of chest wall,B27,B27: Total excision of breast,B27-B45,B27-B45: Breast,B,B: Endocrine System and Breast,4.2,Live
B272,45,B272,B272: Total mastectomy and excision of both pectoral muscles NEC,B27,B27: Total excision of breast,B27-B45,B27-B45: Breast,B,B: Endocrine System and Breast,4.2,Live
B273,28,B273,B273: Total mastectomy and excision of pectoralis minor muscle,B27,B27: Total excision of breast,B27-B45,B27-B45: Breast,B,B: Endocrine System and Breast,4.2,Live
B274,1964,B274,B274: Total mastectomy NEC,B27,B27: Total excision of breast,B27-B45,B27-B45: Breast,B,B: Endocrine System and Breast,4.2,Live
A111,2,A111,A111: Placement of depth electrodes for electroencephalography,A11,A11: Operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.5,Live
A112,3,A112,A112: Placement of surface electrodes for electroencephalography,A11,A11: Operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.5,Live
A113,633,A113,A113: Monitoring of pressure in tissue of brain,A11,A11: Operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.5,Live
A114,2,A114,A114: Cortical mapping,A11,A11: Operations on tissue of brain,A01-A11,A01-A11: Tissue of brain,A,A: Nervous System,4.6,Live
A121,3,A121,A121: Ventriculocisternostomy,A12,A12: Creation of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A122,4,A122,A122: Creation of ventriculovascular shunt,A12,A12: Creation of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A123,11,A123,A123: Creation of ventriculopleural shunt,A12,A12: Creation of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A124,793,A124,A124: Creation of ventriculoperitoneal shunt,A12,A12: Creation of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A125,83,A125,A125: Creation of subcutaneous cerebrospinal fluid reservoir,A12,A12: Creation of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A128,13,A128,A128: Other specified creation of connection from ventricle of brain,A12,A12: Creation of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A129,2,A129,A129: Unspecified creation of connection from ventricle of brain,A12,A12: Creation of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A451,17,A451,A451: Stereotactic chordotomy of spinal cord,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A452,14,A452,A452: Open chordotomy of spinal cord NEC,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A456,14,A456,A456: Open aspiration of lesion of spinal cord,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A458,7,A458,A458: Other specified other open operations on spinal cord,A45,A45: Other open operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A472,18,A472,A472: Radiofrequency controlled thermal destruction of spinothalamic tract,A47,A47: Other destruction of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A473,86,A473,A473: Percutaneous chordotomy of spinal cord,A47,A47: Other destruction of spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A481,18,A481,A481: Biopsy of lesion of spinal cord NEC,A48,A48: Other operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A482,4,A482,A482: Aspiration of lesion of spinal cord,A48,A48: Other operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A483,31,A483,A483: Implantation of spinal cord neurostimulator,A48,A48: Other operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A485,3,A485,A485: Reprogramming of spinal cord neurostimulator,A48,A48: Other operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A486,19,A486,A486: Removal of spinal cord neurostimulator,A48,A48: Other operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A487,14,A487,A487: Insertion of neurostimulator electrodes adjacent to the spinal cord,A48,A48: Other operations on spinal cord,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A189,1,A189,A189: Unspecified diagnostic endoscopic examination of ventricle of brain,A18,A18: Diagnostic endoscopic examination of ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A201,2039,A201,A201: Drainage of ventricle of brain NEC,A20,A20: Other operations on ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A203,138,A203,A203: Monitoring of pressure in ventricle of brain,A20,A20: Other operations on ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A208,19,A208,A208: Other specified other operations on ventricle of brain,A20,A20: Other operations on ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A221,15,A221,A221: Drainage of subarachnoid space of brain,A22,A22: Operations on subarachnoid space of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A528,398,A528,A528: Other specified therapeutic epidural injection,A52,A52: Therapeutic epidural injection,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A529,42,A529,A529: Unspecified therapeutic epidural injection,A52,A52: Therapeutic epidural injection,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A531,2,A531,A531: Cerebrospinal syringostomy,A53,A53: Drainage of spinal canal,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A534,29,A534,A534: Creation of lumboperitoneal shunt,A53,A53: Drainage of spinal canal,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A535,163,A535,A535: Drainage of cerebrospinal fluid NEC,A53,A53: Drainage of spinal canal,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A536,2,A536,A536: Creation of lumbar subcutaneous shunt,A53,A53: Drainage of spinal canal,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A538,23,A538,A538: Other specified drainage of spinal canal,A53,A53: Drainage of spinal canal,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A539,15,A539,A539: Unspecified drainage of spinal canal,A53,A53: Drainage of spinal canal,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A541,80,A541,A541: Injection of destructive substance into cerebrospinal fluid,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A542,3628,A542,A542: Injection of therapeutic substance into cerebrospinal fluid,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A543,217,A543,A543: Implantation of intrathecal drug delivery device adjacent to spinal cord,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A544,913,A544,A544: Attention to intrathecal drug delivery device adjacent to spinal cord,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A545,21,A545,A545: Removal of intrathecal drug delivery device adjacent to spinal cord,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.3,Live
A548,22,A548,A548: Other specified therapeutic spinal puncture,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A549,65,A549,A549: Unspecified therapeutic spinal puncture,A54,A54: Therapeutic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A551,19,A551,A551: Radiculography,A55,A55: Diagnostic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A552,33,A552,A552: Spinal myelography NEC,A55,A55: Diagnostic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A553,59,A553,A553: Spinal manometry,A55,A55: Diagnostic spinal puncture,A44-A57,A44-A57: Spinal cord and other contents of spinal canal,A,A: Nervous System,4.2,Live
A692,91,A692,A692: Revision of carpal tunnel release,A69,A69: Revision of release of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.5,Live
A698,1,A698,A698: Other specified revision of release of peripheral nerve,A69,A69: Revision of release of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
