First_Procedure_Code,frail_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
E034,1,E034,E034: Closure of perforation of septum of nose NEC,E03,E03: Operations on septum of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E035,13,E035,E035: Incision of septum of nose,E03,E03: Operations on septum of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E036,2,E036,E036: Septoplasty of nose NEC,E03,E03: Operations on septum of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E038,47,E038,E038: Other specified operations on septum of nose,E03,E03: Operations on septum of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E045,1,E045,E045: Biopsy of lesion of turbinate of nose,E04,E04: Operations on turbinate of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E046,11,E046,E046: Cauterisation of turbinate of nose,E04,E04: Operations on turbinate of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E048,1,E048,E048: Other specified operations on turbinate of nose,E04,E04: Operations on turbinate of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E051,739,E051,E051: Cauterisation of internal nose,E05,E05: Surgical arrest of bleeding from internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E052,8,E052,E052: Ligation of artery of internal nose,E05,E05: Surgical arrest of bleeding from internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E053,1,E053,E053: Embolisation of artery of internal nose,E05,E05: Surgical arrest of bleeding from internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E058,9,E058,E058: Other specified surgical arrest of bleeding from internal nose,E05,E05: Surgical arrest of bleeding from internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E411,1,E411,E411: Open insertion of tubal prosthesis in trachea,E41,E41: Open placement of prosthesis in trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E412,12,E412,E412: Open renewal of tubal prosthesis in trachea,E41,E41: Open placement of prosthesis in trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E413,1,E413,E413: Open removal of tubal prosthesis from trachea,E41,E41: Open placement of prosthesis in trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E418,26,E418,E418: Other specified open placement of prosthesis in trachea,E41,E41: Open placement of prosthesis in trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E421,12,E421,E421: Permanent tracheostomy,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E423,491,E423,E423: Temporary tracheostomy,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E424,17,E424,E424: Revision of tracheostomy,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E425,5,E425,E425: Closure of tracheostomy,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E426,359,E426,E426: Replacement of tracheostomy tube,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E427,40,E427,E427: Removal of tracheostomy tube,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E428,49,E428,E428: Other specified exteriorisation of trachea,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E429,3,E429,E429: Unspecified exteriorisation of trachea,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
F362,3,F362,F362: Biopsy of lesion of tonsil,F36,F36: Other operations on tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F363,5,F363,F363: Drainage of abscess of peritonsillar region,F36,F36: Other operations on tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F382,1,F382,F382: Excision of lesion of mouth NEC,F38,F38: Extirpation of lesion of other part of mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F388,3,F388,F388: Other specified extirpation of lesion of other part of mouth,F38,F38: Extirpation of lesion of other part of mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F404,37,F404,F404: Suture of mouth NEC,F40,F40: Other repair of other part of mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F408,1,F408,F408: Other specified other repair of other part of mouth,F40,F40: Other repair of other part of mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F409,1,F409,F409: Unspecified other repair of other part of mouth,F40,F40: Other repair of other part of mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F421,13,F421,F421: Biopsy of lesion of mouth NEC,F42,F42: Other operations on mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F422,6,F422,F422: Incision of mouth NEC,F42,F42: Other operations on mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F423,1,F423,F423: Removal of excess mucosa from mouth NEC,F42,F42: Other operations on mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
F424,1,F424,F424: Photography of mouth,F42,F42: Other operations on mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.3,Live
F428,19,F428,F428: Other specified other operations on mouth,F42,F42: Other operations on mouth,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
G182,3,G182,G182: Endoscopic balloon dilation of oesophagus using rigid oesophagoscope,G18,G18: Other therapeutic endoscopic operations on oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G183,3,G183,G183: Endoscopic dilation of oesophagus using rigid oesophagoscope NEC,G18,G18: Other therapeutic endoscopic operations on oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G184,2,G184,G184: Endoscopic insertion of tubal prosthesis into oesophagus using rigid oesophagoscope,G18,G18: Other therapeutic endoscopic operations on oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G189,2,G189,G189: Unspecified other therapeutic endoscopic operations on oesophagus using rigid oesophagoscope,G18,G18: Other therapeutic endoscopic operations on oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G191,5,G191,G191: Diagnostic endoscopic examination of oesophagus and biopsy of lesion of oesophagus using rigid oesophagoscope,G19,G19: Diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G199,13,G199,G199: Unspecified diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,G19,G19: Diagnostic endoscopic examination of oesophagus using rigid oesophagoscope,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G201,14,G201,G201: Fibreoptic endoscopic coagulation of bleeding lesion of oesophagus NEC,G20,G20: Therapeutic fibreoptic endoscopic operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.8,Live
G202,5,G202,G202: Fibreoptic endoscopic coagulation of bleeding lesion of oesophagus using haemostatic spray,G20,G20: Therapeutic fibreoptic endoscopic operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.10,Live
G211,1,G211,G211: Intubation of oesophagus for pH manometry,G21,G21: Other operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
E435,1,E435,E435: Closure of tracheocutaneous fistula,E43,E43: Other open operations on trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.3,Live
E438,1,E438,E438: Other specified other open operations on trachea,E43,E43: Other open operations on trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
F095,14,F095,F095: Surgical removal of retained root of tooth,F09,F09: Surgical removal of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F101,4,F101,F101: Full dental clearance,F10,F10: Simple extraction of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F103,5,F103,F103: Lower dental clearance,F10,F10: Simple extraction of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F104,57,F104,F104: Extraction of multiple teeth NEC,F10,F10: Simple extraction of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F105,9,F105,F105: Extraction of retained root of tooth,F10,F10: Simple extraction of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.9,Live
F108,2,F108,F108: Other specified simple extraction of tooth,F10,F10: Simple extraction of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F109,106,F109,F109: Unspecified simple extraction of tooth,F10,F10: Simple extraction of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F118,1,F118,F118: Other specified preprosthetic oral surgery,F11,F11: Preprosthetic oral surgery,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F132,1,F132,F132: Partial restoration of crown of tooth,F13,F13: Restoration of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F135,2,F135,F135: Restoration of part of tooth using filling NEC,F13,F13: Restoration of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F143,1,F143,F143: Insertion of orthodontic appliance NEC,F14,F14: Orthodontic operations,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F144,1,F144,F144: Removal of orthodontic appliance NEC,F14,F14: Orthodontic operations,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F581,12,F581,F581: Operations on parotid duct NEC,F58,F58: Other operations on salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F633,1,F633,F633: Adjustment of denture,F63,F63: Insertion of dental prosthesis,F63,F63: Other dental,F,F: Mouth,4.3,Live
F635,7,F635,F635: Splinting of teeth,F63,F63: Insertion of dental prosthesis,F63,F63: Other dental,F,F: Mouth,4.3,Live
F643,1,F643,F643: Adjustment of obturator,F64,F64: Insertion of oral prosthesis,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.10,Live
F651,1,F651,F651: Fitting of fixed functional orthodontic brace or appliance,F65,F65: Functional orthodontic operations,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.10,Live
G012,2,G012,G012: Oesophagogastrectomy and anastomosis of oesophagus to transposed jejunum,G01,G01: Excision of oesophagus and stomach,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G305,9,G305,G305: Maintenance of gastric band,G30,G30: Plastic operations on stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.5,Live
G312,1,G312,G312: Bypass of stomach by anastomosis of stomach to duodenum,G31,G31: Connection of stomach to duodenum,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G319,1,G319,G319: Unspecified connection of stomach to duodenum,G31,G31: Connection of stomach to duodenum,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G331,29,G331,G331: Bypass of stomach by anastomosis of stomach to jejunum NEC,G33,G33: Other connection of stomach to jejunum,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G332,1,G332,G332: Revision of anastomosis of stomach to jejunum NEC,G33,G33: Other connection of stomach to jejunum,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
G212,4,G212,G212: Intubation of oesophagus for pressure manometry,G21,G21: Other operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G214,11,G214,G214: Intubation of oesophagus NEC,G21,G21: Other operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G215,93,G215,G215: Insertion of stent into oesophagus NEC,G21,G21: Other operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.4,Live
G218,3,G218,G218: Other specified other operations on oesophagus,G21,G21: Other operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G232,1,G232,G232: Repair of diaphragmatic hernia using thoracic approach NEC,G23,G23: Repair of diaphragmatic hernia,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G233,3,G233,G233: Repair of oesophageal hiatus using abdominal approach,G23,G23: Repair of diaphragmatic hernia,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G234,4,G234,G234: Repair of diaphragmatic hernia using abdominal approach NEC,G23,G23: Repair of diaphragmatic hernia,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G238,1,G238,G238: Other specified repair of diaphragmatic hernia,G23,G23: Repair of diaphragmatic hernia,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G243,3,G243,G243: Antireflux fundoplication using abdominal approach,G24,G24: Antireflux operations,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G244,1,G244,G244: Antireflux gastropexy,G24,G24: Antireflux operations,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G513,2,G513,G513: Bypass of duodenum by anastomosis of duodenum to jejunum,G51,G51: Bypass of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G521,1423,G521,G521: Closure of perforated ulcer of duodenum,G52,G52: Operations on ulcer of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G522,95,G522,G522: Suture of ulcer of duodenum NEC,G52,G52: Operations on ulcer of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G523,87,G523,G523: Oversew of blood vessel of duodenal ulcer,G52,G52: Operations on ulcer of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.3,Live
G528,64,G528,G528: Other specified operations on ulcer of duodenum,G52,G52: Operations on ulcer of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G531,2,G531,G531: Open biopsy of lesion of duodenum,G53,G53: Other open operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G532,164,G532,G532: Closure of perforation of duodenum NEC,G53,G53: Other open operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G533,2,G533,G533: Open removal of foreign body from duodenum,G53,G53: Other open operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G534,5,G534,G534: Open insertion of tubal prosthesis into duodenum,G53,G53: Other open operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G535,5,G535,G535: Incision of duodenum NEC,G53,G53: Other open operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G538,3,G538,G538: Other specified other open operations on duodenum,G53,G53: Other open operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G541,13,G541,G541: Endoscopic extirpation of lesion of duodenum,G54,G54: Therapeutic endoscopic operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G543,17,G543,G543: Endoscopic insertion of tubal prosthesis into duodenum,G54,G54: Therapeutic endoscopic operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G548,35,G548,G548: Other specified therapeutic endoscopic operations on duodenum,G54,G54: Therapeutic endoscopic operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G549,8,G549,G549: Unspecified therapeutic endoscopic operations on duodenum,G54,G54: Therapeutic endoscopic operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G336,3,G336,G336: Attention to connection of stomach to jejunum,G33,G33: Other connection of stomach to jejunum,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.3,Live
G341,73,G341,G341: Creation of permanent gastrostomy,G34,G34: Artificial opening into stomach,G26-G48,G26-G48: Stomach pylorus and general upper gastrointestinal tract endoscopy,G,G: Upper Digestive System,4.2,Live
