First_Procedure_Code,falls_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
H207,4,H207,H207: Fibreoptic endoscopic mucosal resection of lesion of colon,H20,H20: Endoscopic extirpation of lesion of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.8,Live
H211,1,H211,H211: Fibreoptic endoscopic dilation of colon,H21,H21: Other therapeutic endoscopic operations on colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H212,1,H212,H212: Fibreoptic endoscopic coagulation of blood vessel of colon,H21,H21: Other therapeutic endoscopic operations on colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H221,25,H221,H221: Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon,H22,H22: Diagnostic endoscopic examination of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H229,16,H229,H229: Unspecified diagnostic endoscopic examination of colon,H22,H22: Diagnostic endoscopic examination of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H231,5,H231,H231: Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H232,3,H232,H232: Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
K631,2,K631,K631: Angiocardiography of combination of right and left side of heart,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K633,4,K633,K633: Angiocardiography of left side of heart NEC,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K634,16,K634,K634: Coronary arteriography using two catheters,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K635,5,K635,K635: Coronary arteriography using single catheter,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K636,4,K636,K636: Coronary arteriography NEC,K63,K63: Contrast radiology of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K653,2,K653,K653: Catheterisation of left side of heart NEC,K65,K65: Catheterisation of heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
L133,3,L133,L133: Arteriography of pulmonary artery,L13,L13: Transluminal operations on pulmonary artery,L01-L13,L01-L13: Great vessels and pulmonary artery,L,L: Arteries and Veins,4.2,Live
L184,1,L184,L184: Emergency replacement of aneurysmal segment of infrarenal abdominal aorta by anastomosis of aorta to aorta,L18,L18: Emergency replacement of aneurysmal segment of aorta,L16-L28,L16-L28: Aorta,L,L: Arteries and Veins,4.2,Live
L381,2,L381,L381: Repair of subclavian artery NEC,L38,L38: Other open operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L383,1,L383,L383: Open embolectomy of subclavian artery,L38,L38: Other open operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.2,Live
L395,1,L395,L395: Percutaneous transluminal insertion of stent into subclavian artery,L39,L39: Transluminal operations on subclavian artery,L29-L39,L29-L39: Carotid cerebral and subclavian arteries,L,L: Arteries and Veins,4.3,Live
L671,3,L671,L671: Biopsy of artery NEC,L67,L67: Excision of other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L684,1,L684,L684: Repair of artery using vein graft NEC,L68,L68: Repair of other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
L703,3,L703,L703: Ligation of artery NEC,L70,L70: Other open operations on other artery,L65-L72,L65-L72: Other arteries,L,L: Arteries and Veins,4.2,Live
A606,2,A606,A606: Selective denervation of peripheral nerve,A60,A60: Destruction of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.3,Live
A624,3,A624,A624: Primary microsurgical repair of peripheral nerve NEC,A62,A62: Microsurgical repair of peripheral nerve,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A651,9,A651,A651: Carpal tunnel release,A65,A65: Release of entrapment of peripheral nerve at wrist,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A671,1,A671,A671: Cubital tunnel release,A67,A67: Release of entrapment of peripheral nerve at other site,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
A678,1,A678,A678: Other specified release of entrapment of peripheral nerve at other site,A67,A67: Release of entrapment of peripheral nerve at other site,A59-A73,A59-A73: Peripheral nerves,A,A: Nervous System,4.2,Live
B288,1,B288,B288: Other specified other excision of breast,B28,B28: Other excision of breast,B27-B45,B27-B45: Breast,B,B: Endocrine System and Breast,4.2,Live
C101,1,C101,C101: Excision of lesion of eyebrow,C10,C10: Operations on eyebrow,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C104,67,C104,C104: Suture of eyebrow,C10,C10: Operations on eyebrow,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C108,13,C108,C108: Other specified operations on eyebrow,C10,C10: Operations on eyebrow,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C518,1,C518,C518: Other specified other operations on cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
D021,4,D021,D021: Excision of lesion of external ear,D02,D02: Extirpation of lesion of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D041,4,D041,D041: Drainage of haematoma of external ear,D04,D04: Drainage of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D061,2,D061,D061: Biopsy of lesion of external ear,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D062,8,D062,D062: Repair of lobe of external ear,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D063,29,D063,D063: Repair of external ear NEC,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
E059,1,E059,E059: Unspecified surgical arrest of bleeding from internal nose,E05,E05: Surgical arrest of bleeding from internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E061,4,E061,E061: Packing of posterior cavity of nose NEC,E06,E06: Packing of cavity of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E062,10,E062,E062: Packing of anterior cavity of nose NEC,E06,E06: Packing of cavity of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E063,2,E063,E063: Removal of packing from cavity of nose,E06,E06: Packing of cavity of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E064,21,E064,E064: Balloon packing of cavity of nose,E06,E06: Packing of cavity of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.4,Live
E068,2,E068,E068: Other specified packing of cavity of nose,E06,E06: Packing of cavity of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E069,7,E069,E069: Unspecified packing of cavity of nose,E06,E06: Packing of cavity of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E088,1,E088,E088: Other specified other operations on internal nose,E08,E08: Other operations on internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E091,2,E091,E091: Excision of lesion of external nose,E09,E09: Operations on external nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E093,26,E093,E093: Suture of external nose,E09,E09: Operations on external nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E098,5,E098,E098: Other specified operations on external nose,E09,E09: Operations on external nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
C693,1,C693,C693: Injection into anterior chamber of eye,C69,C69: Other operations on anterior chamber of eye,C66-C77,C66-C77: Anterior chamber of eye and lens,C,C: Eye,4.2,Live
C732,1,C732,C732: Capsulotomy of anterior lens capsule,C73,C73: Incision of capsule of lens,C66-C77,C66-C77: Anterior chamber of eye and lens,C,C: Eye,4.2,Live
C733,1,C733,C733: Capsulotomy of posterior lens capsule,C73,C73: Incision of capsule of lens,C66-C77,C66-C77: Anterior chamber of eye and lens,C,C: Eye,4.2,Live
C734,1,C734,C734: Capsulotomy of lens NEC,C73,C73: Incision of capsule of lens,C66-C77,C66-C77: Anterior chamber of eye and lens,C,C: Eye,4.2,Live
C751,9,C751,C751: Insertion of prosthetic replacement for lens NEC,C75,C75: Prosthesis of lens,C66-C77,C66-C77: Anterior chamber of eye and lens,C,C: Eye,4.2,Live
D288,2,D288,D288: Other specified other operations on ear,D28,D28: Other operations on ear,D22-D28,D22-D28: Inner ear and eustachian canal,D,D: Ear,4.2,Live
E051,47,E051,E051: Cauterisation of internal nose,E05,E05: Surgical arrest of bleeding from internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E052,1,E052,E052: Ligation of artery of internal nose,E05,E05: Surgical arrest of bleeding from internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E315,1,E315,E315: Attention to artificial voice box in larynx,E31,E31: Reconstruction of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E355,2,E355,E355: Endoscopic removal of foreign body from larynx,E35,E35: Other therapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E368,1,E368,E368: Other specified diagnostic endoscopic examination of larynx,E36,E36: Diagnostic endoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E369,11,E369,E369: Unspecified diagnostic endoscopic examination of larynx,E36,E36: Diagnostic endoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E632,4,E632,E632: Endobronchial ultrasound examination of mediastinum,E63,E63: Diagnostic endoscopic examination of mediastinum,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.5,Live
E634,1,E634,E634: Endoscopic ultrasound examination of mediastinum and biopsy of lesion of mediastinum,E63,E63: Diagnostic endoscopic examination of mediastinum,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.9,Live
E651,1,E651,E651: Diagnostic endoscopic examination of nasal cavity and biopsy of lesion of nasal cavity,E65,E65: Diagnostic endoscopic examination of nasal cavity,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.7,Live
E659,21,E659,E659: Unspecified diagnostic endoscopic examination of nasal cavity,E65,E65: Diagnostic endoscopic examination of nasal cavity,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.7,Live
E851,136,E851,E851: Invasive ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E852,436,E852,E852: Non-invasive ventilation NEC,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E854,8,E854,E854: Bag valve mask ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E855,21,E855,E855: Nebuliser ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E856,119,E856,E856: Continuous positive airway pressure,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.9,Live
E858,5,E858,E858: Other specified ventilation support,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E859,4,E859,E859: Unspecified ventilation support,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
F231,1,F231,F231: Excision of lesion of tongue,F23,F23: Extirpation of lesion of tongue,F22-F32,F22-F32: Tongue and palate,F,F: Mouth,4.2,Live
F241,3,F241,F241: Biopsy of lesion of tongue,F24,F24: Incision of tongue,F22-F32,F22-F32: Tongue and palate,F,F: Mouth,4.2,Live
E423,9,E423,E423: Temporary tracheostomy,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E426,3,E426,E426: Replacement of tracheostomy tube,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E427,1,E427,E427: Removal of tracheostomy tube,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E428,2,E428,E428: Other specified exteriorisation of trachea,E42,E42: Exteriorisation of trachea,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
F039,1,F039,F039: Unspecified correction of deformity of lip,F03,F03: Correction of deformity of lip,F01-F06,F01-F06: Lip,F,F: Mouth,4.2,Live
F051,1,F051,F051: Excision of excess mucosa from lip,F05,F05: Other repair of lip,F01-F06,F01-F06: Lip,F,F: Mouth,4.2,Live
F053,75,F053,F053: Suture of lip,F05,F05: Other repair of lip,F01-F06,F01-F06: Lip,F,F: Mouth,4.2,Live
F062,1,F062,F062: Biopsy of lesion of lip,F06,F06: Other operations on lip,F01-F06,F01-F06: Lip,F,F: Mouth,4.2,Live
F068,2,F068,F068: Other specified other operations on lip,F06,F06: Other operations on lip,F01-F06,F01-F06: Lip,F,F: Mouth,4.2,Live
F094,1,F094,F094: Surgical removal of tooth NEC,F09,F09: Surgical removal of tooth,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.2,Live
F581,1,F581,F581: Operations on parotid duct NEC,F58,F58: Other operations on salivary duct,F44-F58,F44-F58: Salivary apparatus,F,F: Mouth,4.2,Live
F651,1,F651,F651: Fitting of fixed functional orthodontic brace or appliance,F65,F65: Functional orthodontic operations,"F08-F21, F65-F66","F08-F21, F65-F66: Tooth and gingiva",F,F: Mouth,4.10,Live
G521,3,G521,G521: Closure of perforated ulcer of duodenum,G52,G52: Operations on ulcer of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G559,1,G559,G559: Unspecified diagnostic endoscopic examination of duodenum,G55,G55: Diagnostic endoscopic examination of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
H151,1,H151,H151: Loop colostomy,H15,H15: Other exteriorisation of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H548,1,H548,H548: Other specified dilation of anal sphincter,H54,H54: Dilation of anal sphincter,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H561,2,H561,H561: Biopsy of lesion of anus,H56,H56: Other operations on anus,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
J381,30,J381,J381: Endoscopic sphincterotomy of sphincter of Oddi and removal of calculus HFQ,J38,J38: Endoscopic incision of sphincter of Oddi,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J382,7,J382,J382: Endoscopic sphincterotomy of sphincter of Oddi and insertion of tubal prosthesis into bile duct,J38,J38: Endoscopic incision of sphincter of Oddi,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J393,2,J393,J393: Endoscopic sphincteroplasty of ampulla of Vater and removal of calculus HFQ,J39,J39: Other therapeutic endoscopic operations on ampulla of Vater,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.9,Live
J402,2,J402,J402: Endoscopic retrograde insertion of tubal prosthesis into bile duct NEC,J40,J40: Endoscopic retrograde placement of prosthesis in bile duct,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J403,1,J403,J403: Endoscopic retrograde renewal of tubal prosthesis in bile duct NEC,J40,J40: Endoscopic retrograde placement of prosthesis in bile duct,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J404,1,J404,J404: Endoscopic retrograde removal of tubal prosthesis from bile duct,J40,J40: Endoscopic retrograde placement of prosthesis in bile duct,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J722,2,J722,J722: Embolisation of spleen,J72,J72: Other operations on spleen,J69-J72,J69-J72: Spleen,J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J723,1,J723,J723: Biopsy of lesion of spleen,J72,J72: Other operations on spleen,J69-J72,J69-J72: Spleen,J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
