First_Procedure_Code,emergency_elderly_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
C373,1,C373,C373: Biopsy of lesion of muscle of eye,C37,C37: Other operations on muscle of eye,C31-C37,C31-C37: Muscles of eye,C,C: Eye,4.2,Live
C374,5,C374,C374: Repair of muscle of eye NEC,C37,C37: Other operations on muscle of eye,C31-C37,C31-C37: Muscles of eye,C,C: Eye,4.2,Live
C378,5,C378,C378: Other specified other operations on muscle of eye,C37,C37: Other operations on muscle of eye,C31-C37,C31-C37: Muscles of eye,C,C: Eye,4.2,Live
C391,13,C391,C391: Excision of lesion of conjunctiva,C39,C39: Extirpation of lesion of conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C392,1,C392,C392: Cauterisation of lesion of conjunctiva,C39,C39: Extirpation of lesion of conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C398,1,C398,C398: Other specified extirpation of lesion of conjunctiva,C39,C39: Extirpation of lesion of conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C402,2,C402,C402: Amniotic graft to conjunctiva,C40,C40: Repair of conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C403,1,C403,C403: Sliding graft to conjunctiva,C40,C40: Repair of conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C405,40,C405,C405: Suture of conjunctiva,C40,C40: Repair of conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C408,3,C408,C408: Other specified repair of conjunctiva,C40,C40: Repair of conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C409,4,C409,C409: Unspecified repair of conjunctiva,C40,C40: Repair of conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C411,6,C411,C411: Peritomy,C41,C41: Incision of conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C432,20,C432,C432: Biopsy of lesion of conjunctiva,C43,C43: Other operations on conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C433,1,C433,C433: Removal of foreign body from conjunctiva,C43,C43: Other operations on conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C434,18,C434,C434: Subconjunctival injection,C43,C43: Other operations on conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C435,1,C435,C435: Exploration of conjunctiva,C43,C43: Other operations on conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C436,6,C436,C436: Creation of hood of conjunctiva,C43,C43: Other operations on conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C437,1,C437,C437: Transplantation of conjunctiva,C43,C43: Other operations on conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.3,Live
C438,5,C438,C438: Other specified other operations on conjunctiva,C43,C43: Other operations on conjunctiva,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C443,60,C443,C443: Endothelial graft to cornea,C44,C44: Other plastic operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.6,Live
C116,122,C116,C116: Canthotomy,C11,C11: Operations on canthus,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C117,14,C117,C117: Biopsy of lesion of canthus,C11,C11: Operations on canthus,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.4,Live
C118,45,C118,C118: Other specified operations on canthus,C11,C11: Operations on canthus,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C121,112,C121,C121: Excision of lesion of eyelid NEC,C12,C12: Extirpation of lesion of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C122,7,C122,C122: Cauterisation of lesion of eyelid,C12,C12: Extirpation of lesion of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C123,1,C123,C123: Cryotherapy to lesion of eyelid,C12,C12: Extirpation of lesion of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C124,7,C124,C124: Curettage of lesion of eyelid,C12,C12: Extirpation of lesion of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C126,6,C126,C126: Wedge excision of lesion of eyelid,C12,C12: Extirpation of lesion of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.3,Live
C128,11,C128,C128: Other specified extirpation of lesion of eyelid,C12,C12: Extirpation of lesion of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C132,4,C132,C132: Blepharoplasty of upper eyelid,C13,C13: Excision of redundant skin of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C141,25,C141,C141: Flap of skin to eyelid,C14,C14: Reconstruction of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C142,13,C142,C142: Graft of skin to eyelid,C14,C14: Reconstruction of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C143,2,C143,C143: Graft of cartilage to eyelid,C14,C14: Reconstruction of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.3,Live
C148,4,C148,C148: Other specified reconstruction of eyelid,C14,C14: Reconstruction of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C149,4,C149,C149: Unspecified reconstruction of eyelid,C14,C14: Reconstruction of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C151,40,C151,C151: Correction of ectropion NEC,C15,C15: Correction of deformity of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C152,51,C152,C152: Correction of entropion NEC,C15,C15: Correction of deformity of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C153,3,C153,C153: Correction of trichiasis,C15,C15: Correction of deformity of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C154,3,C154,C154: Correction of cicatricial ectropion,C15,C15: Correction of deformity of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.3,Live
C155,3,C155,C155: Correction of cicatricial entropion,C15,C15: Correction of deformity of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.3,Live
C158,13,C158,C158: Other specified correction of deformity of eyelid,C15,C15: Correction of deformity of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C161,23,C161,C161: Central tarsorrhaphy,C16,C16: Other plastic repair of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C162,61,C162,C162: Lateral tarsorrhaphy,C16,C16: Other plastic repair of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C163,6,C163,C163: Medial tarsorrhaphy,C16,C16: Other plastic repair of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C164,63,C164,C164: Tarsorrhaphy NEC,C16,C16: Other plastic repair of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C165,2,C165,C165: Revision of tarsorrhaphy,C16,C16: Other plastic repair of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C168,4,C168,C168: Other specified other plastic repair of eyelid,C16,C16: Other plastic repair of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C169,1,C169,C169: Unspecified other plastic repair of eyelid,C16,C16: Other plastic repair of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C171,474,C171,C171: Suture of eyelid,C17,C17: Other repair of eyelid,C09-C23,C09-C23: Eyebrow and eyelid,C,C: Eye,4.2,Live
C448,9,C448,C448: Other specified other plastic operations on cornea,C44,C44: Other plastic operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.4,Live
C451,21,C451,C451: Superficial keratectomy,C45,C45: Extirpation of lesion of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C452,3,C452,C452: Excision of lesion of cornea NEC,C45,C45: Extirpation of lesion of cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C903,2,C903,C903: Subtenons anaesthetic,C90,C90: Local anaesthetics for ophthalmology procedures,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C908,1,C908,C908: Other specified local anaesthetics for ophthalmology procedures,C90,C90: Local anaesthetics for ophthalmology procedures,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.3,Live
C911,7,C911,C911: Optical coherence tomography of anterior segment of eye,C91,C91: Operations on anterior segment of eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.9,Live
C918,2,C918,C918: Other specified operations on anterior segment of eye,C91,C91: Operations on anterior segment of eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.9,Live
D011,6,D011,D011: Total excision of external ear,D01,D01: Excision of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D012,32,D012,D012: Partial excision of external ear,D01,D01: Excision of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D013,3,D013,D013: Excision of preauricular abnormality,D01,D01: Excision of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D018,3,D018,D018: Other specified excision of external ear,D01,D01: Excision of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D021,233,D021,D021: Excision of lesion of external ear,D02,D02: Extirpation of lesion of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D022,48,D022,D022: Destruction of lesion of external ear,D02,D02: Extirpation of lesion of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D028,13,D028,D028: Other specified extirpation of lesion of external ear,D02,D02: Extirpation of lesion of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D029,1,D029,D029: Unspecified extirpation of lesion of external ear,D02,D02: Extirpation of lesion of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D031,2,D031,D031: Reconstruction of external ear using graft,D03,D03: Plastic operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D032,5,D032,D032: Reconstruction of external ear NEC,D03,D03: Plastic operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D033,3,D033,D033: Pinnaplasty,D03,D03: Plastic operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D034,2,D034,D034: Meatoplasty of external ear,D03,D03: Plastic operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D038,12,D038,D038: Other specified plastic operations on external ear,D03,D03: Plastic operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D041,195,D041,D041: Drainage of haematoma of external ear,D04,D04: Drainage of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D042,126,D042,D042: Drainage of abscess of external ear,D04,D04: Drainage of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D048,40,D048,D048: Other specified drainage of external ear,D04,D04: Drainage of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D049,16,D049,D049: Unspecified drainage of external ear,D04,D04: Drainage of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D055,3,D055,D055: Placement of hearing implant in external ear,D05,D05: Attachment of auricular prosthesis,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.3,Live
A299,1,A299,A299: Unspecified excision of lesion of cranial nerve,A29,A29: Excision of lesion of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A303,1,A303,A303: Repair of trigeminal nerve (v),A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A304,2,A304,A304: Repair of facial nerve (vii),A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A308,1,A308,A308: Repair of specified cranial nerve NEC,A30,A30: Repair of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A313,7,A313,A313: Intracranial stereotactic neurolysis of trigeminal nerve (v),A31,A31: Intracranial stereotactic release of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A321,1,A321,A321: Decompression of optic nerve (ii),A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A323,7,A323,A323: Decompression of trigeminal nerve (v),A32,A32: Other decompression of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A331,1,A331,A331: Implantation of cranial nerve neurostimulator,A33,A33: Neurostimulation of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A332,3,A332,A332: Maintenance of cranial nerve neurostimulator,A33,A33: Neurostimulation of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A344,1,A344,A344: Exploration of facial nerve (vii),A34,A34: Exploration of cranial nerve,A24-A36,A24-A36: Cranial nerves,A,A: Nervous System,4.2,Live
A763,23,A763,A763: Chemical destruction of lumbar sympathetic nerve,A76,A76: Chemical destruction of sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.2,Live
A765,4,A765,A765: Chemical destruction of splanchnic sympathetic nerve,A76,A76: Chemical destruction of sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.2,Live
A769,1,A769,A769: Unspecified chemical destruction of sympathetic nerve,A76,A76: Chemical destruction of sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.2,Live
A771,1,A771,A771: Cryotherapy to cervical sympathetic nerve,A77,A77: Cryotherapy to sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.2,Live
A773,1,A773,A773: Cryotherapy to lumbar sympathetic nerve,A77,A77: Cryotherapy to sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.2,Live
A778,1,A778,A778: Other specified cryotherapy to sympathetic nerve,A77,A77: Cryotherapy to sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.2,Live
A783,1,A783,A783: Radiofrequency controlled thermal destruction of lumbar sympathetic nerve,A78,A78: Radiofrequency controlled thermal destruction of sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.2,Live
A785,1,A785,A785: Radiofrequency controlled thermal destruction of splanchnic sympathetic nerve,A78,A78: Radiofrequency controlled thermal destruction of sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.2,Live
A792,1,A792,A792: Destruction of thoracic sympathetic nerve NEC,A79,A79: Other destruction of sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.2,Live
A811,6,A811,A811: Stellate ganglion blockade,A81,A81: Other operations on sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.3,Live
A812,53,A812,A812: Injection of therapeutic substance around sympathetic nerve,A81,A81: Other operations on sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.4,Live
A818,8,A818,A818: Other specified other operations on sympathetic nerve,A81,A81: Other operations on sympathetic nerve,A75-A84,A75-A84: Other parts of nervous system,A,A: Nervous System,4.2,Live
B303,64,B303,B303: Removal of prosthesis for breast NEC,B30,B30: Prosthesis for breast,B27-B45,B27-B45: Breast,B,B: Endocrine System and Breast,4.2,Live
B304,4,B304,B304: Renewal of prosthesis for breast NEC,B30,B30: Prosthesis for breast,B27-B45,B27-B45: Breast,B,B: Endocrine System and Breast,4.5,Live
B308,4,B308,B308: Other specified prosthesis for breast,B30,B30: Prosthesis for breast,B27-B45,B27-B45: Breast,B,B: Endocrine System and Breast,4.2,Live
A131,16,A131,A131: Maintenance of proximal catheter of cerebroventricular shunt,A13,A13: Attention to component of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A132,20,A132,A132: Maintenance of distal catheter of cerebroventricular shunt,A13,A13: Attention to component of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A133,2,A133,A133: Insertion of antisyphon device into cerebroventricular shunt,A13,A13: Attention to component of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
A134,18,A134,A134: Renewal of valve of cerebroventricular shunt,A13,A13: Attention to component of connection from ventricle of brain,A12-A22,A12-A22: Ventricle of brain and subarachnoid space,A,A: Nervous System,4.2,Live
