First_Procedure_Code,amb_chronic_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
E631,1,E631,E631: Diagnostic endoscopic examination of mediastinum and biopsy of lesion of mediastinum,E63,E63: Diagnostic endoscopic examination of mediastinum,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E632,37,E632,E632: Endobronchial ultrasound examination of mediastinum,E63,E63: Diagnostic endoscopic examination of mediastinum,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.5,Live
E634,15,E634,E634: Endoscopic ultrasound examination of mediastinum and biopsy of lesion of mediastinum,E63,E63: Diagnostic endoscopic examination of mediastinum,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.9,Live
E639,1,E639,E639: Unspecified diagnostic endoscopic examination of mediastinum,E63,E63: Diagnostic endoscopic examination of mediastinum,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E649,1,E649,E649: Unspecified therapeutic endoscopic operations on nasal cavity,E64,E64: Therapeutic endoscopic operations on nasal cavity,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.7,Live
E651,2,E651,E651: Diagnostic endoscopic examination of nasal cavity and biopsy of lesion of nasal cavity,E65,E65: Diagnostic endoscopic examination of nasal cavity,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.7,Live
E658,1,E658,E658: Other specified diagnostic endoscopic examination of nasal cavity,E65,E65: Diagnostic endoscopic examination of nasal cavity,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.7,Live
E659,301,E659,E659: Unspecified diagnostic endoscopic examination of nasal cavity,E65,E65: Diagnostic endoscopic examination of nasal cavity,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.7,Live
E671,2,E671,E671: Endoscopic thermal bronchoplasty,E67,E67: Other therapeutic fibreoptic endoscopic operations on lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.8,Live
E851,5767,E851,E851: Invasive ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E852,52063,E852,E852: Non-invasive ventilation NEC,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E853,26,E853,E853: Improving efficiency of ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E854,195,E854,E854: Bag valve mask ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E855,2990,E855,E855: Nebuliser ventilation,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E856,7083,E856,E856: Continuous positive airway pressure,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.9,Live
E858,144,E858,E858: Other specified ventilation support,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E859,63,E859,E859: Unspecified ventilation support,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E871,18,E871,E871: Home oxygen support,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E872,24,E872,E872: Long term oxygen assessment,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E873,9,E873,E873: Ambulatory oxygen assessment,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E878,10,E878,E878: Other specified oxygen therapy support,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E315,6,E315,E315: Attention to artificial voice box in larynx,E31,E31: Reconstruction of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E334,1,E334,E334: Open biopsy of lesion of larynx,E33,E33: Other open operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E341,1,E341,E341: Microtherapeutic endoscopic extirpation of lesion of larynx using laser,E34,E34: Microtherapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E342,4,E342,E342: Microtherapeutic endoscopic resection of lesion of larynx NEC,E34,E34: Microtherapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E348,1,E348,E348: Other specified microtherapeutic endoscopic operations on larynx,E34,E34: Microtherapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E349,1,E349,E349: Unspecified microtherapeutic endoscopic operations on larynx,E34,E34: Microtherapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E355,2,E355,E355: Endoscopic removal of foreign body from larynx,E35,E35: Other therapeutic endoscopic operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E361,6,E361,E361: Diagnostic endoscopic examination of larynx and biopsy of lesion of larynx,E36,E36: Diagnostic endoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E368,10,E368,E368: Other specified diagnostic endoscopic examination of larynx,E36,E36: Diagnostic endoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E369,279,E369,E369: Unspecified diagnostic endoscopic examination of larynx,E36,E36: Diagnostic endoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E371,2,E371,E371: Diagnostic microendoscopic examination of larynx and biopsy of lesion of larynx,E37,E37: Diagnostic microendoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.6,Live
E379,4,E379,E379: Unspecified diagnostic microendoscopic examination of larynx,E37,E37: Diagnostic microendoscopic examination of larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.6,Live
E381,1,E381,E381: Injection into larynx,E38,E38: Other operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E388,1,E388,E388: Other specified other operations on larynx,E38,E38: Other operations on larynx,E29-E38,E29-E38: Larynx,E,E: Respiratory Tract,4.2,Live
E891,6,E891,E891: Clearance of secretions of respiratory tract NEC,E89,E89: Other respiratory support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E892,3,E892,E892: Expectoration of induced sputum from respiratory tract,E89,E89: Other respiratory support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E893,702,E893,E893: Nebuliser therapy,E89,E89: Other respiratory support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E894,1,E894,E894: Control of respiration,E89,E89: Other respiratory support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E911,1,E911,E911: Oximetry assessment,E91,E91: Oximetry testing,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E913,45,E913,E913: Overnight oximetry,E91,E91: Oximetry testing,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E924,6,E924,E924: Blood gas analysis,E92,E92: Respiratory tests,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E926,8,E926,E926: Simple lung function exercise test,E92,E92: Respiratory tests,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E927,5,E927,E927: Measurement of fractional exhaled nitric oxide concentration,E92,E92: Respiratory tests,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.9,Live
E928,4,E928,E928: Other specified respiratory tests,E92,E92: Respiratory tests,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E929,2,E929,E929: Unspecified respiratory tests,E92,E92: Respiratory tests,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
C511,1,C511,C511: Biopsy of lesion of cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C512,1,C512,C512: Chelation of cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.2,Live
C515,1,C515,C515: Placement of therapeutic contact lens on to cornea,C51,C51: Other operations on cornea,C39-C51,C39-C51: Conjunctiva and cornea,C,C: Eye,4.3,Live
C911,1,C911,C911: Optical coherence tomography of anterior segment of eye,C91,C91: Operations on anterior segment of eye,C79-C91,"C79-C91: Retina, other parts of eye and anaesthetics",C,C: Eye,4.9,Live
D012,1,D012,D012: Partial excision of external ear,D01,D01: Excision of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D021,4,D021,D021: Excision of lesion of external ear,D02,D02: Extirpation of lesion of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D022,1,D022,D022: Destruction of lesion of external ear,D02,D02: Extirpation of lesion of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D041,4,D041,D041: Drainage of haematoma of external ear,D04,D04: Drainage of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D042,7,D042,D042: Drainage of abscess of external ear,D04,D04: Drainage of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D049,1,D049,D049: Unspecified drainage of external ear,D04,D04: Drainage of external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D056,1,D056,D056: Attention to hearing implant in external ear,D05,D05: Attachment of auricular prosthesis,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.3,Live
D061,7,D061,D061: Biopsy of lesion of external ear,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
D063,2,D063,D063: Repair of external ear NEC,D06,D06: Other operations on external ear,D01-D08,D01-D08: External ear and external auditory canal,D,D: Ear,4.2,Live
E146,1,E146,E146: Trephine of frontal sinus,E14,E14: Operations on frontal sinus,E12-E17,E12-E17: Nasal sinuses,E,E: Respiratory Tract,4.2,Live
E151,1,E151,E151: Drainage of sphenoid sinus,E15,E15: Operations on sphenoid sinus,E12-E17,E12-E17: Nasal sinuses,E,E: Respiratory Tract,4.2,Live
E178,1,E178,E178: Other specified operations on unspecified nasal sinus,E17,E17: Operations on unspecified nasal sinus,E12-E17,E12-E17: Nasal sinuses,E,E: Respiratory Tract,4.2,Live
E201,1,E201,E201: Total adenoidectomy,E20,E20: Operations on adenoid,E19-E28,E19-E28: Pharynx,E,E: Respiratory Tract,4.2,Live
E518,4,E518,E518: Other specified diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope,E51,E51: Diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E519,8,E519,E519: Unspecified diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope,E51,E51: Diagnostic endoscopic examination of lower respiratory tract using rigid bronchoscope,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E521,3,E521,E521: Irrigation of bronchus NEC,E52,E52: Other operations on bronchus,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E522,10,E522,E522: Aspiration of bronchus NEC,E52,E52: Other operations on bronchus,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E528,3,E528,E528: Other specified other operations on bronchus,E52,E52: Other operations on bronchus,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E531,176,E531,E531: Double lung transplant,E53,E53: Transplantation of lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.3,Live
E532,2,E532,E532: Single lung transplant,E53,E53: Transplantation of lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.3,Live
E543,5,E543,E543: Lobectomy of lung,E54,E54: Excision of lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
E544,134,E544,E544: Excision of segment of lung,E54,E54: Excision of lung,E53-E63,E53-E63: Lung and mediastinum,E,E: Respiratory Tract,4.2,Live
G521,2,G521,G521: Closure of perforated ulcer of duodenum,G52,G52: Operations on ulcer of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G528,2,G528,G528: Other specified operations on ulcer of duodenum,G52,G52: Operations on ulcer of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G541,4,G541,G541: Endoscopic extirpation of lesion of duodenum,G54,G54: Therapeutic endoscopic operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G548,1,G548,G548: Other specified therapeutic endoscopic operations on duodenum,G54,G54: Therapeutic endoscopic operations on duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G551,5,G551,G551: Diagnostic endoscopic examination of duodenum and biopsy of lesion of duodenum,G55,G55: Diagnostic endoscopic examination of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G559,4,G559,G559: Unspecified diagnostic endoscopic examination of duodenum,G55,G55: Diagnostic endoscopic examination of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G584,1,G584,G584: Partial jejunectomy and anastomosis of jejunum to ileum,G58,G58: Excision of jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
G601,6,G601,G601: Creation of jejunostomy,G60,G60: Artificial opening into jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
G602,1,G602,G602: Refashioning of jejunostomy,G60,G60: Artificial opening into jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
H113,1,H113,H113: Colectomy and anastomosis NEC,H11,H11: Other excision of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H151,4,H151,H151: Loop colostomy,H15,H15: Other exteriorisation of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H152,2,H152,H152: End colostomy,H15,H15: Other exteriorisation of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H156,1,H156,H156: Reduction of prolapse of colostomy,H15,H15: Other exteriorisation of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H158,3,H158,H158: Other specified other exteriorisation of colon,H15,H15: Other exteriorisation of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H511,2,H511,H511: Haemorrhoidectomy,H51,H51: Excision of haemorrhoid,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H523,1,H523,H523: Injection of sclerosing substance into haemorrhoid,H52,H52: Destruction of haemorrhoid,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H524,13,H524,H524: Rubber band ligation of haemorrhoid,H52,H52: Destruction of haemorrhoid,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H528,2,H528,H528: Other specified destruction of haemorrhoid,H52,H52: Destruction of haemorrhoid,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H533,3,H533,H533: Manual reduction of prolapsed haemorrhoid,H53,H53: Other operations on haemorrhoid,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H691,1,H691,H691: Diagnostic endoscopic examination of colonic pouch and biopsy of colonic pouch using fibreoptic sigmoidoscope,H69,H69: Diagnostic endoscopic examination of enteric pouch using fibreoptic sigmoidoscope,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.3,Live
H693,2,H693,H693: Diagnostic endoscopic examination of ileoanal pouch and biopsy of ileoanal pouch using fibreoptic sigmoidoscope,H69,H69: Diagnostic endoscopic examination of enteric pouch using fibreoptic sigmoidoscope,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.3,Live
H703,1,H703,H703: Diagnostic endoscopic examination of ileoanal pouch and biopsy of ileoanal pouch using rigid sigmoidoscope,H70,H70: Diagnostic endoscopic examination of enteric pouch using rigid sigmoidoscope,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.3,Live
J011,1,J011,J011: Orthotopic transplantation of liver NEC,J01,J01: Transplantation of liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J333,1,J333,J333: Drainage of bile duct NEC,J33,J33: Incision of bile duct,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
E879,10,E879,E879: Unspecified oxygen therapy support,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
