First_Procedure_Code,amb_vac_prev_count,OPCS_L4_Code,OPCS_L4_Desc,OPCS_L3_Code,OPCS_L3_Desc,OPCS_L2_Code,OPCS_L2_Desc,OPCS_L1_Code,OPCS_L1_Desc,OPCS_Version,OPCS_Status
E858,234,E858,E858: Other specified ventilation support,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E859,33,E859,E859: Unspecified ventilation support,E85,E85: Ventilation support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E871,1,E871,E871: Home oxygen support,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E872,8,E872,E872: Long term oxygen assessment,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E878,5,E878,E878: Other specified oxygen therapy support,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
E879,10,E879,E879: Unspecified oxygen therapy support,E87,E87: Oxygen therapy support,E85-E98,E85-E98: Non operations on lower respiratory tract,E,E: Respiratory Tract,4.3,Live
F231,1,F231,F231: Excision of lesion of tongue,F23,F23: Extirpation of lesion of tongue,F22-F32,F22-F32: Tongue and palate,F,F: Mouth,4.2,Live
F241,5,F241,F241: Biopsy of lesion of tongue,F24,F24: Incision of tongue,F22-F32,F22-F32: Tongue and palate,F,F: Mouth,4.2,Live
F262,1,F262,F262: Excision of frenulum of tongue,F26,F26: Other operations on tongue,F22-F32,F22-F32: Tongue and palate,F,F: Mouth,4.2,Live
F321,1,F321,F321: Biopsy of lesion of palate,F32,F32: Other operations on palate,F22-F32,F22-F32: Tongue and palate,F,F: Mouth,4.2,Live
F341,2,F341,F341: Bilateral dissection tonsillectomy,F34,F34: Excision of tonsil,"F34-F43, F64-F67","F34-F43, F64-F67: Tonsil and other parts of mouth",F,F: Mouth,4.2,Live
G152,3,G152,G152: Fibreoptic endoscopic balloon dilation of oesophagus,G15,G15: Other therapeutic fibreoptic endoscopic operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G153,1,G153,G153: Fibreoptic endoscopic dilation of oesophagus NEC,G15,G15: Other therapeutic fibreoptic endoscopic operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G154,9,G154,G154: Fibreoptic endoscopic insertion of tubal prosthesis into oesophagus,G15,G15: Other therapeutic fibreoptic endoscopic operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G157,1,G157,G157: Fibreoptic endoscopic insertion of expanding covered metal stent into oesophagus,G15,G15: Other therapeutic fibreoptic endoscopic operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.3,Live
G159,1,G159,G159: Unspecified other therapeutic fibreoptic endoscopic operations on oesophagus,G15,G15: Other therapeutic fibreoptic endoscopic operations on oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G161,11,G161,G161: Diagnostic fibreoptic endoscopic examination of oesophagus and biopsy of lesion of oesophagus,G16,G16: Diagnostic fibreoptic endoscopic examination of oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G162,1,G162,G162: Diagnostic fibreoptic endoscopic ultrasound examination of oesophagus,G16,G16: Diagnostic fibreoptic endoscopic examination of oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.3,Live
G163,1,G163,G163: Diagnostic fibreoptic insertion of Bravo pH capsule into oesophagus,G16,G16: Diagnostic fibreoptic endoscopic examination of oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.3,Live
G168,1,G168,G168: Other specified diagnostic fibreoptic endoscopic examination of oesophagus,G16,G16: Diagnostic fibreoptic endoscopic examination of oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G169,33,G169,G169: Unspecified diagnostic fibreoptic endoscopic examination of oesophagus,G16,G16: Diagnostic fibreoptic endoscopic examination of oesophagus,G01-G25,G01-G25: Oesophagus including hiatus hernia,G,G: Upper Digestive System,4.2,Live
G559,3,G559,G559: Unspecified diagnostic endoscopic examination of duodenum,G55,G55: Diagnostic endoscopic examination of duodenum,G49-G57,G49-G57: Duodenum,G,G: Upper Digestive System,4.2,Live
G584,1,G584,G584: Partial jejunectomy and anastomosis of jejunum to ileum,G58,G58: Excision of jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
G601,3,G601,G601: Creation of jejunostomy,G60,G60: Artificial opening into jejunum,G58-G67,G58-G67: Jejunum,G,G: Upper Digestive System,4.2,Live
H173,1,H173,H173: Open reduction of volvulus of sigmoid colon,H17,H17: Intra-abdominal manipulation of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H198,1,H198,H198: Other specified other open operations on colon,H19,H19: Other open operations on colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H201,20,H201,H201: Fibreoptic endoscopic snare resection of lesion of colon,H20,H20: Endoscopic extirpation of lesion of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H202,1,H202,H202: Fibreoptic endoscopic cauterisation of lesion of colon,H20,H20: Endoscopic extirpation of lesion of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H206,2,H206,H206: Fibreoptic endoscopic resection of lesion of colon NEC,H20,H20: Endoscopic extirpation of lesion of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.4,Live
H207,7,H207,H207: Fibreoptic endoscopic mucosal resection of lesion of colon,H20,H20: Endoscopic extirpation of lesion of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.8,Live
H211,1,H211,H211: Fibreoptic endoscopic dilation of colon,H21,H21: Other therapeutic endoscopic operations on colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H215,1,H215,H215: Fibreoptic endoscopic decompression of colon,H21,H21: Other therapeutic endoscopic operations on colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.9,Live
H221,56,H221,H221: Diagnostic fibreoptic endoscopic examination of colon and biopsy of lesion of colon,H22,H22: Diagnostic endoscopic examination of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H229,46,H229,H229: Unspecified diagnostic endoscopic examination of colon,H22,H22: Diagnostic endoscopic examination of colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H231,9,H231,H231: Endoscopic snare resection of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H232,1,H232,H232: Endoscopic cauterisation of lesion of lower bowel using fibreoptic sigmoidoscope,H23,H23: Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H581,2,H581,H581: Drainage of ischiorectal abscess,H58,H58: Drainage through perineal region,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H582,12,H582,H582: Drainage of perianal abscess,H58,H58: Drainage through perineal region,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H603,3,H603,H603: Drainage of pilonidal sinus,H60,H60: Other operations on pilonidal sinus,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H624,1,H624,H624: Intubation of bowel NEC,H62,H62: Other operations on bowel,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H625,3,H625,H625: Irrigation of bowel NEC,H62,H62: Other operations on bowel,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.2,Live
H626,4,H626,H626: Proctoscopy,H62,H62: Other operations on bowel,H47-H73,H47-H73: Anus and perianal region,H,H: Lower Digestive System,4.6,Live
J381,30,J381,J381: Endoscopic sphincterotomy of sphincter of Oddi and removal of calculus HFQ,J38,J38: Endoscopic incision of sphincter of Oddi,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J382,7,J382,J382: Endoscopic sphincterotomy of sphincter of Oddi and insertion of tubal prosthesis into bile duct,J38,J38: Endoscopic incision of sphincter of Oddi,"J27-J53, J76","J27-J53, J76: Bile duct",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
E068,9,E068,E068: Other specified packing of cavity of nose,E06,E06: Packing of cavity of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E069,38,E069,E069: Unspecified packing of cavity of nose,E06,E06: Packing of cavity of nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E081,1,E081,E081: Polypectomy of internal nose,E08,E08: Other operations on internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E088,9,E088,E088: Other specified other operations on internal nose,E08,E08: Other operations on internal nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E091,1,E091,E091: Excision of lesion of external nose,E09,E09: Operations on external nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E093,5,E093,E093: Suture of external nose,E09,E09: Operations on external nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E095,2,E095,E095: Biopsy of lesion of external nose,E09,E09: Operations on external nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E098,2,E098,E098: Other specified operations on external nose,E09,E09: Operations on external nose,"E01-E11, E64-E66","E01-E11, E64-E66: Nose",E,E: Respiratory Tract,4.2,Live
E482,2,E482,E482: Fibreoptic endoscopic laser destruction of lesion of lower respiratory tract,E48,E48: Therapeutic fibreoptic endoscopic operations on lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E483,2,E483,E483: Fibreoptic endoscopic destruction of lesion of lower respiratory tract NEC,E48,E48: Therapeutic fibreoptic endoscopic operations on lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E484,31,E484,E484: Fibreoptic endoscopic aspiration of lower respiratory tract,E48,E48: Therapeutic fibreoptic endoscopic operations on lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E485,13,E485,E485: Fibreoptic endoscopic removal of foreign body from lower respiratory tract,E48,E48: Therapeutic fibreoptic endoscopic operations on lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E486,15,E486,E486: Fibreoptic endoscopic irrigation of lower respiratory tract,E48,E48: Therapeutic fibreoptic endoscopic operations on lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E488,11,E488,E488: Other specified therapeutic fibreoptic endoscopic operations on lower respiratory tract,E48,E48: Therapeutic fibreoptic endoscopic operations on lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E491,163,E491,E491: Diagnostic fibreoptic endoscopic examination of lower respiratory tract and biopsy of lesion of lower respiratory tract,E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
E492,1455,E492,E492: Diagnostic fibreoptic endoscopic examination of lower respiratory tract and lavage of lesion of lower respiratory tract,E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.3,Live
E493,26,E493,E493: Diagnostic fibreoptic endoscopic examination of lower respiratory tract and brush cytology of lesion of lower respiratory tract,E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.4,Live
E494,126,E494,E494: Diagnostic fibreoptic endoscopic examination of lower respiratory tract with lavage and brush cytology of lesion of lower respiratory tract,E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.4,Live
E495,77,E495,"E495: Diagnostic fibreoptic endoscopic examination of lower respiratory tract with biopsy, lavage and brush cytology of lesion of lower respiratory tract",E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.4,Live
E498,4,E498,E498: Other specified diagnostic fibreoptic endoscopic examination of lower respiratory tract,E49,E49: Diagnostic fibreoptic endoscopic examination of lower respiratory tract,"E39-E52, E67","E39-E52, E67: Trachea and bronchus",E,E: Respiratory Tract,4.2,Live
H278,2,H278,H278: Other specified other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H27,H27: Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H279,1,H279,H279: Unspecified other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,H27,H27: Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H289,12,H289,H289: Unspecified diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope,H28,H28: Diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H303,43,H303,H303: Passage of flatus tube to reduce volvulus of sigmoid colon,H30,H30: Other operations on colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H304,5,H304,H304: Intubation of colon NEC,H30,H30: Other operations on colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
H305,1,H305,H305: Irrigation of colon,H30,H30: Other operations on colon,"H04-H32, H37-H38","H04-H32, H37-H38: Colon",H,H: Lower Digestive System,4.2,Live
J011,4,J011,J011: Orthotopic transplantation of liver NEC,J01,J01: Transplantation of liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J012,2,J012,J012: Heterotopic transplantation of liver,J01,J01: Transplantation of liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.2,Live
J015,5,J015,J015: Orthotopic transplantation of whole liver,J01,J01: Transplantation of liver,"J01-J17, J77","J01-J17, J77: Liver",J,"J: Other Abdominal Organs, Principally Digestive",4.3,Live
K355,2,K355,K355: Percutaneous transluminal valvuloplasty,K35,K35: Therapeutic transluminal operations on valve of heart,K25-K38,K25-K38: Valves of heart and adjacent structures,K,K: Heart,4.2,Live
K668,1,K668,K668: Other specified other operations on heart,K66,K66: Other operations on heart,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K679,1,K679,K679: Unspecified excision of pericardium,K67,K67: Excision of pericardium,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K681,2,K681,K681: Decompression of cardiac tamponade,K68,K68: Drainage of pericardium,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K682,41,K682,K682: Pericardiocentesis NEC,K68,K68: Drainage of pericardium,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K689,3,K689,K689: Unspecified drainage of pericardium,K68,K68: Drainage of pericardium,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.2,Live
K728,1,K728,K728: Other specified other cardioverter defibrillator,K72,K72: Other cardioverter defibrillator,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.7,Live
K742,1,K742,K742: Renewal of dual chamber cardiac pacemaker system NEC,K74,K74: Cardiac pacemaker system,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.8,Live
K751,22,K751,K751: Percutaneous transluminal balloon angioplasty and insertion of 1-2 drug-eluting stents into coronary artery,K75,K75: Percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.3,Live
K752,5,K752,K752: Percutaneous transluminal balloon angioplasty and insertion of 3 or more drug-eluting stents into coronary artery,K75,K75: Percutaneous transluminal balloon angioplasty and insertion of stent into coronary artery,K52-K78,K52-K78: Other parts of heart and pericardium,K,K: Heart,4.3,Live
L264,11,L264,L264: Aortography,L26,L26: Transluminal operations on aorta,L16-L28,L16-L28: Aorta,L,L: Arteries and Veins,4.2,Live
L598,1,L598,L598: Other specified other bypass of femoral artery,L59,L59: Other bypass of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
L601,2,L601,L601: Endarterectomy of femoral artery and patch repair of femoral artery,L60,L60: Reconstruction of femoral artery,L48-L63,L48-L63: Iliac and femoral arteries,L,L: Arteries and Veins,4.2,Live
