Spell_Primary_Diagnosis,emergency_elderly_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
Q245,4,Q245,Q245: Malformation of coronary vessels,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0582,1,M0582,M0582: Other seropositive rheumatoid arthritis: Upper arm,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0585,1,M0585,M0585: Other seropositive rheumatoid arthritis: Pelvic region and thigh,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0586,2,M0586,M0586: Other seropositive rheumatoid arthritis: Lower leg,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M059,156,M059,"M059: Seropositive rheumatoid arthritis, unspecified",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0590,300,M0590,"M0590: Seropositive rheumatoid arthritis, unspecified: Multiple sites",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0591,15,M0591,"M0591: Seropositive rheumatoid arthritis, unspecified: Shoulder region",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0592,1,M0592,"M0592: Seropositive rheumatoid arthritis, unspecified: Upper arm",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0593,10,M0593,"M0593: Seropositive rheumatoid arthritis, unspecified: Forearm",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0594,16,M0594,"M0594: Seropositive rheumatoid arthritis, unspecified: Hand",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0595,14,M0595,"M0595: Seropositive rheumatoid arthritis, unspecified: Pelvic region and thigh",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F439,71,F439,"F439: Reaction to severe stress, unspecified",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F440,7,F440,F440: Dissociative amnesia,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F441,3,F441,F441: Dissociative fugue,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F444,197,F444,F444: Dissociative motor disorders,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F445,377,F445,F445: Dissociative convulsions,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F446,16,F446,F446: Dissociative anaesthesia and sensory loss,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F447,8,F447,F447: Mixed dissociative [conversion] disorders,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F448,66,F448,F448: Other dissociative [conversion] disorders,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F449,87,F449,"F449: Dissociative [conversion] disorder, unspecified",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F450,55,F450,F450: Somatization disorder,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q246,13,Q246,Q246: Congenital heart block,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q248,9,Q248,Q248: Other specified congenital malformations of heart,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q249,5,Q249,"Q249: Congenital malformation of heart, unspecified",Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q250,2,Q250,Q250: Patent ductus arteriosus,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q251,1,Q251,Q251: Coarctation of aorta,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q253,7,Q253,Q253: Stenosis of aorta,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q254,6,Q254,Q254: Other congenital malformations of aorta,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q256,1,Q256,Q256: Stenosis of pulmonary artery,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q257,13,Q257,Q257: Other congenital malformations of pulmonary artery,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0596,40,M0596,"M0596: Seropositive rheumatoid arthritis, unspecified: Lower leg",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0597,10,M0597,"M0597: Seropositive rheumatoid arthritis, unspecified: Ankle and foot",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0598,2,M0598,"M0598: Seropositive rheumatoid arthritis, unspecified: Other",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0599,25,M0599,"M0599: Seropositive rheumatoid arthritis, unspecified: Site unspecified",M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M060,88,M060,M060: Seronegative rheumatoid arthritis,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0600,143,M0600,M0600: Seronegative rheumatoid arthritis: Multiple sites,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0601,6,M0601,M0601: Seronegative rheumatoid arthritis: Shoulder region,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0602,1,M0602,M0602: Seronegative rheumatoid arthritis: Upper arm,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0603,12,M0603,M0603: Seronegative rheumatoid arthritis: Forearm,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0604,23,M0604,M0604: Seronegative rheumatoid arthritis: Hand,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0605,3,M0605,M0605: Seronegative rheumatoid arthritis: Pelvic region and thigh,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F451,2,F451,F451: Undifferentiated somatoform disorder,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F452,13,F452,F452: Hypochondriacal disorder,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F453,125,F453,F453: Somatoform autonomic dysfunction,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F454,32,F454,F454: Persistent somatoform pain disorder,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F458,112,F458,F458: Other somatoform disorders,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F459,24,F459,"F459: Somatoform disorder, unspecified",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F480,10,F480,F480: Neurasthenia,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F481,4,F481,F481: Depersonalization-derealization syndrome,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F488,18,F488,F488: Other specified neurotic disorders,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
