Spell_Primary_Diagnosis,eol_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
F412,2,F412,F412: Mixed anxiety and depressive disorder,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F419,9,F419,"F419: Anxiety disorder, unspecified",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F430,2,F430,F430: Acute stress reaction,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F432,4,F432,F432: Adjustment disorders,F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",F40-F48,"F40-F48: Neurotic, stress-related and somatoform disorders",5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F500,5,F500,F500: Anorexia nervosa,F50-F59,F50-F59: Behavioural syndromes associated with physiological disturbances and physical factors,F50-F59,F50-F59: Behavioural syndromes associated with physiological disturbances and physical factors,F50-F59,F50-F59: Behavioural syndromes associated with physiological disturbances and physical factors,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F603,22,F603,F603: Emotionally unstable personality disorder,F60-F69,F60-F69: Disorders of adult personality and behaviour,F60-F69,F60-F69: Disorders of adult personality and behaviour,F60-F69,F60-F69: Disorders of adult personality and behaviour,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F608,1,F608,F608: Other specific personality disorders,F60-F69,F60-F69: Disorders of adult personality and behaviour,F60-F69,F60-F69: Disorders of adult personality and behaviour,F60-F69,F60-F69: Disorders of adult personality and behaviour,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
F61X,1,F61X,F61X: Mixed and other personality disorders,F60-F69,F60-F69: Disorders of adult personality and behaviour,F60-F69,F60-F69: Disorders of adult personality and behaviour,F60-F69,F60-F69: Disorders of adult personality and behaviour,5,V,V: Mental and behavioural disorders,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
I420,44,I420,I420: Dilated cardiomyopathy,I30-I52,I30-I52: Other forms of heart disease,I30-I52,I30-I52: Other forms of heart disease,I30-I52,I30-I52: Other forms of heart disease,9,IX,IX: Diseases of the circulatory system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R042,35,R042,R042: Haemoptysis,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R048,10,R048,R048: Haemorrhage from other sites in respiratory passages,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R049,1,R049,"R049: Haemorrhage from respiratory passages, unspecified",R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R05X,34,R05X,R05X: Cough,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R060,414,R060,R060: Dyspnoea,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R061,5,R061,R061: Stridor,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R062,4,R062,R062: Wheezing,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R063,7,R063,R063: Periodic breathing,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S810,8,S810,S810: Open wound of knee,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S818,29,S818,S818: Open wound of other parts of lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S819,25,S819,"S819: Open wound of lower leg, part unspecified",S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S820,1,S820,S820: Fracture of patella,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8200,2,S8200,S8200: Fracture of patella: closed,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S821,1,S821,S821: Fracture of upper end of tibia,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8210,22,S8210,S8210: Fracture of upper end of tibia: closed,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8211,2,S8211,S8211: Fracture of upper end of tibia: open,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S822,2,S822,S822: Fracture of shaft of tibia,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8220,13,S8220,S8220: Fracture of shaft of tibia: closed,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R064,2,R064,R064: Hyperventilation,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R068,37,R068,R068: Other and unspecified abnormalities of breathing,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R070,1,R070,R070: Pain in throat,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R071,3,R071,R071: Chest pain on breathing,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R072,34,R072,R072: Precordial pain,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R073,31,R073,R073: Other chest pain,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R074,96,R074,"R074: Chest pain, unspecified",R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
R090,67,R090,R090: Asphyxia,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,R00-R09,R00-R09: Symptoms and signs involving the circulatory and respiratory systems,18,XVIII,"XVIII: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8221,3,S8221,S8221: Fracture of shaft of tibia: open,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8230,12,S8230,S8230: Fracture of lower end of tibia: closed,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8231,3,S8231,S8231: Fracture of lower end of tibia: open,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8240,7,S8240,S8240: Fracture of fibula alone: closed,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8241,2,S8241,S8241: Fracture of fibula alone: open,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8250,3,S8250,S8250: Fracture of medial malleolus: closed,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8251,1,S8251,S8251: Fracture of medial malleolus: open,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S826,1,S826,S826: Fracture of lateral malleolus,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S8260,2,S8260,S8260: Fracture of lateral malleolus: closed,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,S80-S89,S80-S89: Injuries to the knee and lower leg,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
