Spell_Primary_Diagnosis,eol_broad_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
Q221,5,Q221,Q221: Congenital pulmonary valve stenosis,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q222,2,Q222,Q222: Congenital pulmonary valve insufficiency,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0600,223,M0600,M0600: Seronegative rheumatoid arthritis: Multiple sites,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0601,1,M0601,M0601: Seronegative rheumatoid arthritis: Shoulder region,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0602,1,M0602,M0602: Seronegative rheumatoid arthritis: Upper arm,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0603,8,M0603,M0603: Seronegative rheumatoid arthritis: Forearm,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0604,6,M0604,M0604: Seronegative rheumatoid arthritis: Hand,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0605,5,M0605,M0605: Seronegative rheumatoid arthritis: Pelvic region and thigh,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0606,16,M0606,M0606: Seronegative rheumatoid arthritis: Lower leg,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0607,3,M0607,M0607: Seronegative rheumatoid arthritis: Ankle and foot,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0609,30,M0609,M0609: Seronegative rheumatoid arthritis: Site unspecified,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M061,43,M061,M061: Adult-onset Still's disease,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M0610,5,M0610,M0610: Adult-onset Still's disease: Multiple sites,M05-M14,M05-M14: Inflammatory polyarthropathies,M05-M14,M05-M14: Inflammatory polyarthropathies,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D642,21,D642,D642: Secondary sideroblastic anaemia due to drugs and toxins,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D643,430,D643,D643: Other sideroblastic anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D644,38,D644,D644: Congenital dyserythropoietic anaemia,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D648,661,D648,D648: Other specified anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D649,109682,D649,"D649: Anaemia, unspecified",D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D65X,257,D65X,D65X: Disseminated intravascular coagulation [defibrination syndrome],D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D66X,516,D66X,D66X: Hereditary factor VIII deficiency,D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D67X,107,D67X,D67X: Hereditary factor IX deficiency,D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D680,242,D680,D680: Von Willebrand's disease,D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q224,11,Q224,Q224: Congenital tricuspid stenosis,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q225,9,Q225,Q225: Ebstein's anomaly,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q226,2,Q226,Q226: Hypoplastic right heart syndrome,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q230,38,Q230,Q230: Congenital stenosis of aortic valve,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q231,80,Q231,Q231: Congenital insufficiency of aortic valve,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q232,2,Q232,Q232: Congenital mitral stenosis,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q233,6,Q233,Q233: Congenital mitral insufficiency,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q234,11,Q234,Q234: Hypoplastic left heart syndrome,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q238,2,Q238,Q238: Other congenital malformations of aortic and mitral valves,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D681,15,D681,D681: Hereditary factor XI deficiency,D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D682,50,D682,D682: Hereditary deficiency of other clotting factors,D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D683,216,D683,D683: Haemorrhagic disorder due to circulating anticoagulants,D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D684,118,D684,D684: Acquired coagulation factor deficiency,D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D685,10,D685,D685: Primary Thrombophilia,D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D686,129,D686,D686: Other Thrombophilia,D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D688,26,D688,D688: Other specified coagulation defects,D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D689,130,D689,"D689: Coagulation defect, unspecified",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",D65-D69,"D65-D69: Coagulation defects, purpura and other haemorrhagic conditions",3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q239,1,Q239,"Q239: Congenital malformation of aortic and mitral valves, unspecified",Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q240,1,Q240,Q240: Dextrocardia,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q241,1,Q241,Q241: Laevocardia,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q244,8,Q244,Q244: Congenital subaortic stenosis,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Q245,2,Q245,Q245: Malformation of coronary vessels,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,Q20-Q28,Q20-Q28: Congenital malformations of the circulatory system,17,XVII,"XVII: Congenital malformations, deformations and chromosomal abnormalities",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
