Spell_Primary_Diagnosis,frail_count,ICD10_L4_Code,ICD10_L4_Desc,ICD10_L3_Code,ICD10_L3_Desc,ICD10_L2_Code,ICD10_L2_Desc,ICD10_L1_Code,ICD10_L1_Desc,ICD10_Chapter_No,ICD10_Chapter_Code,ICD10_Chapter_Desc,ICD10_Usage,ICD10_Version,ICD10_Status,ICD10_Valid_From,ICD10_Valid_To
S090,325,S090,"S090: Injury of blood vessels of head, not elsewhere classified",S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S091,49,S091,S091: Injury of muscle and tendon of head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S092,39,S092,S092: Traumatic rupture of ear drum,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S097,129,S097,S097: Multiple injuries of head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S098,2490,S098,S098: Other specified injuries of head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S099,47197,S099,S099: Unspecified injury of head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,S00-S09,S00-S09: Injuries to the head,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S510,7706,S510,S510: Open wound of elbow,S50-S59,S50-S59: Injuries to the elbow and forearm,S50-S59,S50-S59: Injuries to the elbow and forearm,S50-S59,S50-S59: Injuries to the elbow and forearm,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S517,924,S517,S517: Multiple open wounds of forearm,S50-S59,S50-S59: Injuries to the elbow and forearm,S50-S59,S50-S59: Injuries to the elbow and forearm,S50-S59,S50-S59: Injuries to the elbow and forearm,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S518,2600,S518,S518: Open wound of other parts of forearm,S50-S59,S50-S59: Injuries to the elbow and forearm,S50-S59,S50-S59: Injuries to the elbow and forearm,S50-S59,S50-S59: Injuries to the elbow and forearm,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
S519,5149,S519,"S519: Open wound of forearm, part unspecified",S50-S59,S50-S59: Injuries to the elbow and forearm,S50-S59,S50-S59: Injuries to the elbow and forearm,S50-S59,S50-S59: Injuries to the elbow and forearm,19,XIX,"XIX: Injury, poisoning and certain other consequences of external causes",Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
K920,25074,K920,K920: Haematemesis,K90-K93,K90-K93: Other diseases of the digestive system,K90-K93,K90-K93: Other diseases of the digestive system,K90-K93,K90-K93: Other diseases of the digestive system,11,XI,XI: Diseases of the digestive system,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8081,6,M8081,M8081: Other osteoporosis with pathological fracture: Shoulder region,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8082,4,M8082,M8082: Other osteoporosis with pathological fracture: Upper arm,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8083,4,M8083,M8083: Other osteoporosis with pathological fracture: Forearm,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8085,88,M8085,M8085: Other osteoporosis with pathological fracture: Pelvic region and thigh,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8086,13,M8086,M8086: Other osteoporosis with pathological fracture: Lower leg,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8087,5,M8087,M8087: Other osteoporosis with pathological fracture: Ankle and foot,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8088,527,M8088,M8088: Other osteoporosis with pathological fracture: Other,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M809,470,M809,M809: Unspecified osteoporosis with pathological fracture,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8090,927,M8090,M8090: Unspecified osteoporosis with pathological fracture: Multiple sites,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8091,56,M8091,M8091: Unspecified osteoporosis with pathological fracture: Shoulder region,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1917,16,M1917,M1917: Post-traumatic arthrosis of other joints: Ankle and foot,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1920,1,M1920,M1920: Other secondary arthrosis: Multiple sites,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1921,4,M1921,M1921: Other secondary arthrosis: Shoulder region,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1922,1,M1922,M1922: Other secondary arthrosis: Upper arm,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1924,1,M1924,M1924: Other secondary arthrosis: Hand,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1925,2,M1925,M1925: Other secondary arthrosis: Pelvic region and thigh,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1927,2,M1927,M1927: Other secondary arthrosis: Ankle and foot,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M198,18,M198,M198: Other specified arthrosis,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1980,2,M1980,M1980: Other specified arthrosis: Multiple sites,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1981,6,M1981,M1981: Other specified arthrosis: Shoulder region,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1982,2,M1982,M1982: Other specified arthrosis: Upper arm,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M1983,3,M1983,M1983: Other specified arthrosis: Forearm,M15-M19,M15-M19: Arthrosis,M15-M19,M15-M19: Arthrosis,M00-M25,M00-M25: Arthropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
Y841,1,Y841,Y841: Kidney dialysis,Y83-Y84,"Y83-Y84: Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y83-Y84,"Y83-Y84: Surgical and other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y40-Y84,Y40-Y84: Complications of medical and surgical care,20,XX,XX: External causes of morbidity and mortality,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M814,7,M814,M814: Drug-induced osteoporosis,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8145,3,M8145,M8145: Drug-induced osteoporosis: Pelvic region and thigh,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8148,2,M8148,M8148: Drug-induced osteoporosis: Other,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M815,1,M815,M815: Idiopathic osteoporosis,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8155,1,M8155,M8155: Idiopathic osteoporosis: Pelvic region and thigh,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8158,1,M8158,M8158: Idiopathic osteoporosis: Other,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8159,1,M8159,M8159: Idiopathic osteoporosis: Site unspecified,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M8166,1,M8166,M8166: Localized osteoporosis [Lequesne]: Lower leg,M80-M85,M80-M85: Disorders of bone density and structure,M80-M85,M80-M85: Disorders of bone density and structure,M80-M94,M80-M94: Osteopathies and chondropathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D640,24,D640,D640: Hereditary sideroblastic anaemia,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D641,5,D641,D641: Secondary sideroblastic anaemia due to disease,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D642,12,D642,D642: Secondary sideroblastic anaemia due to drugs and toxins,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D643,70,D643,D643: Other sideroblastic anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D644,12,D644,D644: Congenital dyserythropoietic anaemia,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D648,544,D648,D648: Other specified anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
D649,83240,D649,"D649: Anaemia, unspecified",D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,D60-D64,D60-D64: Aplastic and other anaemias,3,III,III: Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4185,6,M4185,M4185: Other forms of scoliosis: Thoracolumbar region,M40-M43,M40-M43: Deforming dorsopathies,M40-M43,M40-M43: Deforming dorsopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
M4186,32,M4186,M4186: Other forms of scoliosis: Lumbar region,M40-M43,M40-M43: Deforming dorsopathies,M40-M43,M40-M43: Deforming dorsopathies,M40-M54,M40-M54: Dorsopathies,13,XIII,XIII: Diseases of the musculoskeletal system and connective tissue,Default,ICD10 5th Edition,Live,2016-04-01 00:00:00,
