Der_Activity_Month,ICB_Name_Short,spells
202211,QH8: NHS Mid And South Essex ICB,26385
201602,"QU9: NHS Bucks, Oxford & Berkshire W ICB",31558
201701,QKS: NHS Kent And Medway ICB,40019
202208,QKS: NHS Kent And Medway ICB,43606
201506,QR1: NHS Gloucestershire ICB,12371
201609,QJK: NHS Devon ICB,27880
202010,QT1: NHS Nott'ham & Nottinghamshire ICB,24675
201909,QNX: NHS Sussex ICB,38075
202205,QWU: NHS Coventry And Warwickshire ICB,23103
201612,QRL: NHS Hampshire And Isle Of Wight ICB,36604
201509,QR1: NHS Gloucestershire ICB,12680
201608,"QU9: NHS Bucks, Oxford & Berkshire W ICB",31695
201305,QNX: NHS Sussex ICB,33328
201311,QHM: NHS North East & North Cumbria ICB,82195
202012,QNQ: NHS Frimley ICB,12581
201612,"QOC: NHS Shrops, Telford & Wrekin ICB",12047
202308,QUE: NHS Cambs & Peterborough ICB,11559
201608,QR1: NHS Gloucestershire ICB,12036
201206,QSL: NHS Somerset ICB,371
201412,QUE: NHS Cambs & Peterborough ICB,19683
201509,"QU9: NHS Bucks, Oxford & Berkshire W ICB",32263
202309,QOP: NHS Greater Manchester ICB,79125
202312,QMM: NHS Norfolk And Waveney ICB,29496
201904,QUA: NHS Black Country ICB,32216
201611,QRL: NHS Hampshire And Isle Of Wight ICB,39658
201412,QT1: NHS Nott'ham & Nottinghamshire ICB,24904
201502,QKS: NHS Kent And Medway ICB,36927
201809,QGH: NHS Herefords & Worcestershire ICB,18011
202207,QM7: NHS Hertfordshire & West Essex ICB,31485
202403,QRL: NHS Hampshire And Isle Of Wight ICB,46714
201512,QF7: NHS South Yorkshire ICB,35401
202301,QH8: NHS Mid And South Essex ICB,25724
202207,QR1: NHS Gloucestershire ICB,12522
201512,"QOX: NHS Bath & NE S'set, S'don & W ICB",17401
201601,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27736
202411,QXU: NHS Surrey Heartlands ICB,11399
201911,QJM: NHS Lincolnshire ICB,17947
202206,"QHG: NHS Beds, Luton & Milton Keynes ICB",21237
202304,QOQ: NHS Humber And North Yorkshire ICB,43205
202210,QNX: NHS Sussex ICB,35887
201607,"QK1: NHS Leics, Leic'shire & Rutland ICB",22649
201507,QT6: NHS Cornwall & Isles Of Scilly ICB,12542
202201,QJG: NHS Suffolk & North East Essex ICB,21655
201305,QR1: NHS Gloucestershire ICB,11745
202409,"QOC: NHS Shrops, Telford & Wrekin ICB",2875
201206,QJG: NHS Suffolk & North East Essex ICB,33
201208,QJ2: NHS Derby And Derbyshire ICB,296
201207,QUE: NHS Cambs & Peterborough ICB,29
201902,QJG: NHS Suffolk & North East Essex ICB,22664
200806,NULL,1229188
201810,QF7: NHS South Yorkshire ICB,37519
201601,QVV: NHS Dorset ICB,20390
201801,"QOX: NHS Bath & NE S'set, S'don & W ICB",19843
202104,QKS: NHS Kent And Medway ICB,38541
201609,QNQ: NHS Frimley ICB,16245
202306,QWE: NHS South West London ICB,30806
201507,QKK: NHS South East London ICB,38120
202007,QE1: NHS Lancashire & South Cumbria ICB,40544
202110,QE1: NHS Lancashire & South Cumbria ICB,51182
201612,QMJ: NHS North Central London ICB,34009
201707,QF7: NHS South Yorkshire ICB,35947
201306,QHL: NHS Birmingham And Solihull ICB,29750
202210,"QU9: NHS Bucks, Oxford & Berkshire W ICB",36041
202305,"QUY: NHS Bristol, N S'set & S Gloucs ICB",22568
201601,QKK: NHS South East London ICB,35066
202106,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20374
202103,QM7: NHS Hertfordshire & West Essex ICB,30521
202103,QXU: NHS Surrey Heartlands ICB,20037
201609,QOQ: NHS Humber And North Yorkshire ICB,41009
202002,QNC: NHS Staffordshire & Stoke-On-Tr ICB,29146
202206,QKK: NHS South East London ICB,35723
201307,QNC: NHS Staffordshire & Stoke-On-Tr ICB,26896
202005,QH8: NHS Mid And South Essex ICB,15361
201204,"QHG: NHS Beds, Luton & Milton Keynes ICB",19
202409,QRL: NHS Hampshire And Isle Of Wight ICB,45698
202302,QRV: NHS North West London ICB,44470
202203,QMJ: NHS North Central London ICB,35011
201506,NULL,190383
202401,QOP: NHS Greater Manchester ICB,82864
201912,QHL: NHS Birmingham And Solihull ICB,33297
202112,QKS: NHS Kent And Medway ICB,38076
201605,QUA: NHS Black Country ICB,32381
202006,QWU: NHS Coventry And Warwickshire ICB,16064
201411,QXU: NHS Surrey Heartlands ICB,19654
202008,QNQ: NHS Frimley ICB,13394
202302,QJK: NHS Devon ICB,33507
201907,QMF: NHS North East London ICB,43437
201906,"QOC: NHS Shrops, Telford & Wrekin ICB",14342
202001,"QUY: NHS Bristol, N S'set & S Gloucs ICB",22641
201611,"QOC: NHS Shrops, Telford & Wrekin ICB",12544
202107,QOQ: NHS Humber And North Yorkshire ICB,41274
201605,QKS: NHS Kent And Medway ICB,41038
202211,QKS: NHS Kent And Medway ICB,44174
201606,QRV: NHS North West London ICB,43903
201311,QMF: NHS North East London ICB,37791
201808,QMM: NHS Norfolk And Waveney ICB,29581
201506,QNX: NHS Sussex ICB,35976
201906,QMJ: NHS North Central London ICB,35570
201411,QJM: NHS Lincolnshire ICB,17187
201902,QSL: NHS Somerset ICB,13013
202401,QVV: NHS Dorset ICB,21569
202405,QH8: NHS Mid And South Essex ICB,32140
202101,"QOC: NHS Shrops, Telford & Wrekin ICB",10939
202101,QMJ: NHS North Central London ICB,27332
202107,QT6: NHS Cornwall & Isles Of Scilly ICB,12508
201303,QM7: NHS Hertfordshire & West Essex ICB,386
201212,QT6: NHS Cornwall & Isles Of Scilly ICB,178
201207,QWE: NHS South West London ICB,12
201302,QOQ: NHS Humber And North Yorkshire ICB,129
201209,QGH: NHS Herefords & Worcestershire ICB,20
201606,QOP: NHS Greater Manchester ICB,77137
201606,QKK: NHS South East London ICB,35634
201502,QOQ: NHS Humber And North Yorkshire ICB,38031
201911,QUA: NHS Black Country ICB,33388
202407,QWE: NHS South West London ICB,33706
202407,"QK1: NHS Leics, Leic'shire & Rutland ICB",29037
201406,QHL: NHS Birmingham And Solihull ICB,31637
201809,QPM: NHS Northamptonshire ICB,17597
201409,QMF: NHS North East London ICB,36886
202410,QE1: NHS Lancashire & South Cumbria ICB,63265
201511,QMF: NHS North East London ICB,37791
201611,QJ2: NHS Derby And Derbyshire ICB,24837
202006,QMF: NHS North East London ICB,26494
202007,QJ2: NHS Derby And Derbyshire ICB,20629
202010,QGH: NHS Herefords & Worcestershire ICB,17115
201806,QJM: NHS Lincolnshire ICB,17595
202006,QJ2: NHS Derby And Derbyshire ICB,17425
202301,QR1: NHS Gloucestershire ICB,12971
201003,QWO: NHS West Yorkshire ICB,21
201212,NULL,1281596
201704,QYG: NHS Cheshire And Merseyside ICB,65759
201304,QOP: NHS Greater Manchester ICB,73625
201504,QT1: NHS Nott'ham & Nottinghamshire ICB,24589
201307,"QOX: NHS Bath & NE S'set, S'don & W ICB",17787
201912,QM7: NHS Hertfordshire & West Essex ICB,33396
202006,QHM: NHS North East & North Cumbria ICB,48617
201311,QXU: NHS Surrey Heartlands ICB,20567
202103,QHM: NHS North East & North Cumbria ICB,69061
201608,QMF: NHS North East London ICB,37562
201509,QMF: NHS North East London ICB,37635
201603,QJ2: NHS Derby And Derbyshire ICB,23645
201701,QM7: NHS Hertfordshire & West Essex ICB,31168
202006,QE1: NHS Lancashire & South Cumbria ICB,34404
202305,QRV: NHS North West London ICB,48970
201911,QH8: NHS Mid And South Essex ICB,29940
201906,QRL: NHS Hampshire And Isle Of Wight ICB,40503
202003,QWU: NHS Coventry And Warwickshire ICB,19019
201811,QM7: NHS Hertfordshire & West Essex ICB,34642
202010,QPM: NHS Northamptonshire ICB,15710
201803,"QHG: NHS Beds, Luton & Milton Keynes ICB",21003
201504,QNC: NHS Staffordshire & Stoke-On-Tr ICB,25827
202302,QNQ: NHS Frimley ICB,4820
201212,QNX: NHS Sussex ICB,3
201507,QOP: NHS Greater Manchester ICB,80681
201310,QT1: NHS Nott'ham & Nottinghamshire ICB,24856
201502,QMJ: NHS North Central London ICB,31979
202206,QOP: NHS Greater Manchester ICB,70907
201707,QVV: NHS Dorset ICB,20653
201511,QWU: NHS Coventry And Warwickshire ICB,19832
201603,QH8: NHS Mid And South Essex ICB,25947
202407,QMF: NHS North East London ICB,45361
202110,QMJ: NHS North Central London ICB,32566
201402,QHM: NHS North East & North Cumbria ICB,78923
202312,"QK1: NHS Leics, Leic'shire & Rutland ICB",25623
201511,QKS: NHS Kent And Medway ICB,41887
202105,"QHG: NHS Beds, Luton & Milton Keynes ICB",21259
201607,QJG: NHS Suffolk & North East Essex ICB,22481
201504,QKK: NHS South East London ICB,35021
202012,"QUY: NHS Bristol, N S'set & S Gloucs ICB",17809
201601,QF7: NHS South Yorkshire ICB,35002
201707,QKK: NHS South East London ICB,37310
201410,QWO: NHS West Yorkshire ICB,60935
202401,QNC: NHS Staffordshire & Stoke-On-Tr ICB,34141
201210,QT1: NHS Nott'ham & Nottinghamshire ICB,2069
201209,QT1: NHS Nott'ham & Nottinghamshire ICB,1805
201211,QE1: NHS Lancashire & South Cumbria ICB,382
201112,NULL,1320410
202203,QE1: NHS Lancashire & South Cumbria ICB,55168
201404,QJ2: NHS Derby And Derbyshire ICB,22787
201401,QHM: NHS North East & North Cumbria ICB,86189
202402,QKS: NHS Kent And Medway ICB,44872
202411,QWE: NHS South West London ICB,15531
201312,QWE: NHS South West London ICB,28444
201508,QT1: NHS Nott'ham & Nottinghamshire ICB,24201
201712,"QUY: NHS Bristol, N S'set & S Gloucs ICB",19287
202204,"QK1: NHS Leics, Leic'shire & Rutland ICB",21254
201907,QKS: NHS Kent And Medway ICB,44714
202107,QUE: NHS Cambs & Peterborough ICB,18555
202109,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27929
201501,"QK1: NHS Leics, Leic'shire & Rutland ICB",22199
201803,QMM: NHS Norfolk And Waveney ICB,29198
201211,QSL: NHS Somerset ICB,437
201003,QYG: NHS Cheshire And Merseyside ICB,1000
201210,QJG: NHS Suffolk & North East Essex ICB,79
201209,QPM: NHS Northamptonshire ICB,60
201203,QWO: NHS West Yorkshire ICB,35
201305,NULL,170845
201609,QRV: NHS North West London ICB,43325
202001,QNQ: NHS Frimley ICB,19460
201909,NULL,192964
201706,QR1: NHS Gloucestershire ICB,12003
201601,QRV: NHS North West London ICB,42076
201610,QUE: NHS Cambs & Peterborough ICB,19053
201510,QOQ: NHS Humber And North Yorkshire ICB,41297
201802,QR1: NHS Gloucestershire ICB,11870
201802,QNX: NHS Sussex ICB,34730
201802,NULL,183086
202008,"QUY: NHS Bristol, N S'set & S Gloucs ICB",16810
202009,"QOC: NHS Shrops, Telford & Wrekin ICB",12026
201906,QSL: NHS Somerset ICB,13865
201407,"QU9: NHS Bucks, Oxford & Berkshire W ICB",33090
201309,QNX: NHS Sussex ICB,32380
202103,QNQ: NHS Frimley ICB,13176
201912,QWO: NHS West Yorkshire ICB,55231
202108,QGH: NHS Herefords & Worcestershire ICB,17791
202211,QMJ: NHS North Central London ICB,35213
202308,QUA: NHS Black Country ICB,23912
201306,QJM: NHS Lincolnshire ICB,16072
201812,"QHG: NHS Beds, Luton & Milton Keynes ICB",21418
201612,QJ2: NHS Derby And Derbyshire ICB,23004
201609,QM7: NHS Hertfordshire & West Essex ICB,31786
201405,QJM: NHS Lincolnshire ICB,17242
201605,QR1: NHS Gloucestershire ICB,11990
201304,"QHG: NHS Beds, Luton & Milton Keynes ICB",17299
201312,QUE: NHS Cambs & Peterborough ICB,18172
202011,QMM: NHS Norfolk And Waveney ICB,24792
202005,"QOC: NHS Shrops, Telford & Wrekin ICB",8865
201209,QRV: NHS North West London ICB,150
201709,QHM: NHS North East & North Cumbria ICB,72528
201804,QT1: NHS Nott'ham & Nottinghamshire ICB,25446
201509,QKS: NHS Kent And Medway ICB,40718
201205,"QUY: NHS Bristol, N S'set & S Gloucs ICB",8533
201608,QKS: NHS Kent And Medway ICB,40036
201803,QWE: NHS South West London ICB,32065
201405,QKK: NHS South East London ICB,34771
201403,QHL: NHS Birmingham And Solihull ICB,32411
201609,QWO: NHS West Yorkshire ICB,58723
201801,QWO: NHS West Yorkshire ICB,58474
201503,QKK: NHS South East London ICB,37803
202409,"QK1: NHS Leics, Leic'shire & Rutland ICB",27908
202410,QSL: NHS Somerset ICB,18474
201312,QT6: NHS Cornwall & Isles Of Scilly ICB,11753
202306,QMM: NHS Norfolk And Waveney ICB,30142
201401,QGH: NHS Herefords & Worcestershire ICB,16385
202411,QJM: NHS Lincolnshire ICB,8468
201207,QT6: NHS Cornwall & Isles Of Scilly ICB,172
201712,QE1: NHS Lancashire & South Cumbria ICB,49277
201312,QMM: NHS Norfolk And Waveney ICB,27341
201603,QJM: NHS Lincolnshire ICB,17964
201411,QMM: NHS Norfolk And Waveney ICB,28763
202211,"QOC: NHS Shrops, Telford & Wrekin ICB",14774
202102,"QU9: NHS Bucks, Oxford & Berkshire W ICB",26949
202101,QJK: NHS Devon ICB,27375
201904,QKS: NHS Kent And Medway ICB,41276
202308,QT6: NHS Cornwall & Isles Of Scilly ICB,14930
201808,"QHG: NHS Beds, Luton & Milton Keynes ICB",22015
202211,QRL: NHS Hampshire And Isle Of Wight ICB,41330
201905,"QU9: NHS Bucks, Oxford & Berkshire W ICB",40566
202212,QWU: NHS Coventry And Warwickshire ICB,21988
202212,QHM: NHS North East & North Cumbria ICB,76445
201611,QMJ: NHS North Central London ICB,35609
201405,"QHG: NHS Beds, Luton & Milton Keynes ICB",18575
201408,QH8: NHS Mid And South Essex ICB,23983
202304,QUE: NHS Cambs & Peterborough ICB,9979
201810,QXU: NHS Surrey Heartlands ICB,23105
201501,QUE: NHS Cambs & Peterborough ICB,19638
201812,QOP: NHS Greater Manchester ICB,76885
202205,QYG: NHS Cheshire And Merseyside ICB,67018
202402,QMF: NHS North East London ICB,42510
202301,QMF: NHS North East London ICB,37269
201812,QKK: NHS South East London ICB,35523
201905,QKS: NHS Kent And Medway ICB,43796
202101,QH8: NHS Mid And South Essex ICB,19667
201512,QVV: NHS Dorset ICB,20538
202212,QXU: NHS Surrey Heartlands ICB,21156
202401,"QUY: NHS Bristol, N S'set & S Gloucs ICB",25241
201906,QH8: NHS Mid And South Essex ICB,28772
202010,QOP: NHS Greater Manchester ICB,67855
202402,QWU: NHS Coventry And Warwickshire ICB,25324
201507,"QHG: NHS Beds, Luton & Milton Keynes ICB",20134
201705,QNX: NHS Sussex ICB,38876
201907,QWU: NHS Coventry And Warwickshire ICB,24555
202404,QWU: NHS Coventry And Warwickshire ICB,27409
202001,QVV: NHS Dorset ICB,22415
201709,QF7: NHS South Yorkshire ICB,34990
201505,QWU: NHS Coventry And Warwickshire ICB,18363
201311,QWU: NHS Coventry And Warwickshire ICB,18492
200912,QE1: NHS Lancashire & South Cumbria ICB,56
202204,"QOC: NHS Shrops, Telford & Wrekin ICB",12901
202309,QWO: NHS West Yorkshire ICB,54191
202411,QMM: NHS Norfolk And Waveney ICB,16490
202110,QJ2: NHS Derby And Derbyshire ICB,24758
201205,QNQ: NHS Frimley ICB,9
201211,QMJ: NHS North Central London ICB,3
201207,QMM: NHS Norfolk And Waveney ICB,10
201703,QJG: NHS Suffolk & North East Essex ICB,24488
201703,QSL: NHS Somerset ICB,13672
201204,QWE: NHS South West London ICB,7
201303,QMM: NHS Norfolk And Waveney ICB,19
200910,"QOC: NHS Shrops, Telford & Wrekin ICB",8
201208,QMJ: NHS North Central London ICB,6
201301,QKS: NHS Kent And Medway ICB,3
201001,QNC: NHS Staffordshire & Stoke-On-Tr ICB,1
201302,QMF: NHS North East London ICB,9
201212,QMM: NHS Norfolk And Waveney ICB,4
201001,QJK: NHS Devon ICB,1
201301,QNQ: NHS Frimley ICB,7
201106,QJM: NHS Lincolnshire ICB,1
200906,QOQ: NHS Humber And North Yorkshire ICB,2
200911,QRV: NHS North West London ICB,1
200912,QJ2: NHS Derby And Derbyshire ICB,1
202112,QNX: NHS Sussex ICB,34888
201307,QHM: NHS North East & North Cumbria ICB,87021
202306,QMJ: NHS North Central London ICB,36386
201903,QH8: NHS Mid And South Essex ICB,29993
202001,QR1: NHS Gloucestershire ICB,14524
202203,QH8: NHS Mid And South Essex ICB,26551
202210,QRV: NHS North West London ICB,46589
201607,QUA: NHS Black Country ICB,32587
202111,QVV: NHS Dorset ICB,19125
201605,QF7: NHS South Yorkshire ICB,35222
201807,QM7: NHS Hertfordshire & West Essex ICB,34240
201909,QWU: NHS Coventry And Warwickshire ICB,22300
201703,"QOX: NHS Bath & NE S'set, S'don & W ICB",19190
201801,"QK1: NHS Leics, Leic'shire & Rutland ICB",24366
202204,QUE: NHS Cambs & Peterborough ICB,17215
202201,"QOX: NHS Bath & NE S'set, S'don & W ICB",18472
202006,QGH: NHS Herefords & Worcestershire ICB,11474
202007,"QOC: NHS Shrops, Telford & Wrekin ICB",10621
201206,"QOX: NHS Bath & NE S'set, S'don & W ICB",541
201205,QGH: NHS Herefords & Worcestershire ICB,42
201208,QOQ: NHS Humber And North Yorkshire ICB,94
201311,QKK: NHS South East London ICB,38589
201406,QF7: NHS South Yorkshire ICB,34830
201610,NULL,194307
201810,"QU9: NHS Bucks, Oxford & Berkshire W ICB",36336
201506,"QU9: NHS Bucks, Oxford & Berkshire W ICB",31984
201311,QOP: NHS Greater Manchester ICB,77936
201308,QT1: NHS Nott'ham & Nottinghamshire ICB,22868
202209,"QUY: NHS Bristol, N S'set & S Gloucs ICB",20650
201904,"QOX: NHS Bath & NE S'set, S'don & W ICB",19817
202405,QJK: NHS Devon ICB,40730
202103,QSL: NHS Somerset ICB,14615
201310,QUE: NHS Cambs & Peterborough ICB,19532
202110,QOP: NHS Greater Manchester ICB,77466
201605,QNC: NHS Staffordshire & Stoke-On-Tr ICB,27638
201306,QMM: NHS Norfolk And Waveney ICB,26763
202410,QT1: NHS Nott'ham & Nottinghamshire ICB,34337
201901,QJG: NHS Suffolk & North East Essex ICB,25025
202408,QWO: NHS West Yorkshire ICB,53791
202210,QKK: NHS South East London ICB,37035
202402,QJM: NHS Lincolnshire ICB,16727
201309,QWU: NHS Coventry And Warwickshire ICB,17832
201407,QJM: NHS Lincolnshire ICB,18114
201910,"QOX: NHS Bath & NE S'set, S'don & W ICB",22302
201908,QJ2: NHS Derby And Derbyshire ICB,25901
202002,QGH: NHS Herefords & Worcestershire ICB,19296
201812,QRV: NHS North West London ICB,42320
201610,QHL: NHS Birmingham And Solihull ICB,32501
201504,"QK1: NHS Leics, Leic'shire & Rutland ICB",21797
201312,QSL: NHS Somerset ICB,12703
201605,QVV: NHS Dorset ICB,20871
202001,QHL: NHS Birmingham And Solihull ICB,34951
201702,QF7: NHS South Yorkshire ICB,33596
201310,QJK: NHS Devon ICB,28968
201904,QNX: NHS Sussex ICB,36590
201602,QKK: NHS South East London ICB,35221
202107,QJ2: NHS Derby And Derbyshire ICB,24993
202106,QM7: NHS Hertfordshire & West Essex ICB,34035
201801,"QHG: NHS Beds, Luton & Milton Keynes ICB",21733
202203,QKS: NHS Kent And Medway ICB,43017
201804,QVV: NHS Dorset ICB,19856
201601,QUE: NHS Cambs & Peterborough ICB,18896
201907,QVV: NHS Dorset ICB,21693
201302,QJ2: NHS Derby And Derbyshire ICB,283
201207,QSL: NHS Somerset ICB,394
201212,QMF: NHS North East London ICB,11
201301,QUA: NHS Black Country ICB,95
202405,QMF: NHS North East London ICB,45401
201309,QMF: NHS North East London ICB,36144
202112,QHL: NHS Birmingham And Solihull ICB,24857
202104,QNX: NHS Sussex ICB,36518
201708,QHL: NHS Birmingham And Solihull ICB,32818
201804,QNC: NHS Staffordshire & Stoke-On-Tr ICB,28834
202012,QKS: NHS Kent And Medway ICB,31650
201706,QSL: NHS Somerset ICB,14164
202411,QSL: NHS Somerset ICB,3982
201909,QMF: NHS North East London ICB,41724
202008,"QU9: NHS Bucks, Oxford & Berkshire W ICB",29228
202103,QWO: NHS West Yorkshire ICB,48503
201511,QF7: NHS South Yorkshire ICB,35364
202408,QOQ: NHS Humber And North Yorkshire ICB,48292
202303,QKS: NHS Kent And Medway ICB,46253
202208,QJM: NHS Lincolnshire ICB,17392
201707,"QK1: NHS Leics, Leic'shire & Rutland ICB",23431
201905,QE1: NHS Lancashire & South Cumbria ICB,56584
202102,QMM: NHS Norfolk And Waveney ICB,19873
202307,QOQ: NHS Humber And North Yorkshire ICB,47126
201906,QNC: NHS Staffordshire & Stoke-On-Tr ICB,29709
201404,QJM: NHS Lincolnshire ICB,16655
202109,QXU: NHS Surrey Heartlands ICB,21194
201305,"QU9: NHS Bucks, Oxford & Berkshire W ICB",29628
201707,QJK: NHS Devon ICB,28767
202006,QPM: NHS Northamptonshire ICB,11298
201704,QOP: NHS Greater Manchester ICB,72535
202103,QYG: NHS Cheshire And Merseyside ICB,66313
201402,QOQ: NHS Humber And North Yorkshire ICB,37382
201512,QHM: NHS North East & North Cumbria ICB,81070
202006,QRL: NHS Hampshire And Isle Of Wight ICB,28360
201411,QSL: NHS Somerset ICB,12769
201601,QNQ: NHS Frimley ICB,15388
201502,QNC: NHS Staffordshire & Stoke-On-Tr ICB,24941
201808,QOQ: NHS Humber And North Yorkshire ICB,40608
201704,QMJ: NHS North Central London ICB,32386
201505,"QOX: NHS Bath & NE S'set, S'don & W ICB",17178
201404,QM7: NHS Hertfordshire & West Essex ICB,30296
202208,QNC: NHS Staffordshire & Stoke-On-Tr ICB,28432
202403,"QOC: NHS Shrops, Telford & Wrekin ICB",15506
201906,QT1: NHS Nott'ham & Nottinghamshire ICB,26613
202307,QH8: NHS Mid And South Essex ICB,27840
202305,QR1: NHS Gloucestershire ICB,14080
201801,QJK: NHS Devon ICB,30193
201211,QT1: NHS Nott'ham & Nottinghamshire ICB,2195
200910,NULL,1350212
201812,"QK1: NHS Leics, Leic'shire & Rutland ICB",23019
201309,QNC: NHS Staffordshire & Stoke-On-Tr ICB,26055
201912,QWE: NHS South West London ICB,30579
201803,QMJ: NHS North Central London ICB,34194
201708,NULL,202696
201705,QMJ: NHS North Central London ICB,35517
202403,QRV: NHS North West London ICB,54678
202208,QVV: NHS Dorset ICB,18052
202306,QOQ: NHS Humber And North Yorkshire ICB,48219
201901,QWO: NHS West Yorkshire ICB,63574
201711,QJ2: NHS Derby And Derbyshire ICB,25958
202212,QE1: NHS Lancashire & South Cumbria ICB,52777
202208,QF7: NHS South Yorkshire ICB,35095
202008,QJG: NHS Suffolk & North East Essex ICB,19156
202301,QJK: NHS Devon ICB,35606
202210,"QK1: NHS Leics, Leic'shire & Rutland ICB",23434
202407,"QUY: NHS Bristol, N S'set & S Gloucs ICB",25306
201404,"QUY: NHS Bristol, N S'set & S Gloucs ICB",18145
